"id","hgid","naam","gg_uri","gg_uri_amco","amco","cbscode","geonames","startjaar","eindjaar","provincie","departement","absorbed","absorbedBy","originated","originatedFrom"
"872","Dordrecht","Dordrecht","http://www.gemeentegeschiedenis.nl/gemeentenaam/Dordrecht","http://www.gemeentegeschiedenis.nl/amco/11157",,"0505","http://sws.geonames.org/2756668","oudsher","heden","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM","http://www.gemeentegeschiedenis.nl/gemeentenaam/Dubbeldam",,,
"873","Driebruggen","Driebruggen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Driebruggen","http://www.gemeentegeschiedenis.nl/amco/10830",,"0506",,"1964","1989","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Reeuwijk",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Lange_Ruige_Weide"
"874","Dubbeldam","Dubbeldam","http://www.gemeentegeschiedenis.nl/gemeentenaam/Dubbeldam","http://www.gemeentegeschiedenis.nl/amco/10781",,"0507",,"oudsher","1970","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wieldrecht","http://www.gemeentegeschiedenis.nl/gemeentenaam/Dordrecht","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wieldrecht",
"875","Everdingen","Everdingen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Everdingen","http://www.gemeentegeschiedenis.nl/amco/10638",,"0508",,"oudsher","1986","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Vianen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hagestein",
"876","Geervliet","Geervliet","http://www.gemeentegeschiedenis.nl/gemeentenaam/Geervliet","http://www.gemeentegeschiedenis.nl/amco/10842",,"0509",,"oudsher","1980","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM","http://www.gemeentegeschiedenis.nl/gemeentenaam/Schuddebeurs_en_Simonshaven","http://www.gemeentegeschiedenis.nl/gemeentenaam/Bernisse","http://www.gemeentegeschiedenis.nl/gemeentenaam/Schuddebeurs_en_Simonshaven",
"877","Giessenburg","Giessenburg","http://www.gemeentegeschiedenis.nl/gemeentenaam/Giessenburg","http://www.gemeentegeschiedenis.nl/amco/10255",,"0510",,"1957","1986","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Giessenlanden",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Giessen-Nieuwkerk"
"878","Giessendam","Giessendam","http://www.gemeentegeschiedenis.nl/gemeentenaam/Giessendam","http://www.gemeentegeschiedenis.nl/amco/10606",,"1063",,"oudsher","1957","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Hardinxveld-Giessendam",,
"879","Giessenlanden","Giessenlanden","http://www.gemeentegeschiedenis.nl/gemeentenaam/Giessenlanden","http://www.gemeentegeschiedenis.nl/amco/10255",,"0689","http://sws.geonames.org/6544237","1986","heden","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Schelluinen"
"880","Giessen-Nieuwkerk","Giessen-Nieuwkerk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Giessen-Nieuwkerk","http://www.gemeentegeschiedenis.nl/amco/10255",,"1062",,"oudsher","1957","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Giessenburg","http://www.gemeentegeschiedenis.nl/gemeentenaam/Schelluinen",
"881","Goedereede","Goedereede","http://www.gemeentegeschiedenis.nl/gemeentenaam/Goedereede","http://www.gemeentegeschiedenis.nl/amco/10981",,"0511","http://sws.geonames.org/2755484","oudsher","heden","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM","http://www.gemeentegeschiedenis.nl/gemeentenaam/Stellendam",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Stellendam",
"883","Goidschalxoord","Goidschalxoord","http://www.gemeentegeschiedenis.nl/gemeentenaam/Goidschalxoord","http://www.gemeentegeschiedenis.nl/amco/10123",,"1319",,"1817","1855","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Heinenoord",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Heinenoord"
"884","Gorinchem","Gorinchem","http://www.gemeentegeschiedenis.nl/gemeentenaam/Gorinchem","http://www.gemeentegeschiedenis.nl/amco/10942",,"0512","http://sws.geonames.org/2755433","oudsher","heden","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM",,,,
"885","Gouda","Gouda","http://www.gemeentegeschiedenis.nl/gemeentenaam/Gouda","http://www.gemeentegeschiedenis.nl/amco/10302",,"0513","http://sws.geonames.org/2755419","oudsher","heden","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Broek",
"886","Gouderak","Gouderak","http://www.gemeentegeschiedenis.nl/gemeentenaam/Gouderak","http://www.gemeentegeschiedenis.nl/amco/11258",,"0514",,"oudsher","1985","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Ouderkerk",,
"887","Goudriaan","Goudriaan","http://www.gemeentegeschiedenis.nl/gemeentenaam/Goudriaan","http://www.gemeentegeschiedenis.nl/amco/10450",,"0515",,"oudsher","1986","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Graafstroom","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ottoland",
"888","Goudswaard","Goudswaard","http://www.gemeentegeschiedenis.nl/gemeentenaam/Goudswaard","http://www.gemeentegeschiedenis.nl/amco/10914",,"0516",,"1817","1984","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Korendijk_2",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Korendijk_1"
"889","Graafstroom","Graafstroom","http://www.gemeentegeschiedenis.nl/gemeentenaam/Graafstroom","http://www.gemeentegeschiedenis.nl/amco/10451",,"0693","http://sws.geonames.org/6544272","1986","heden","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Goudriaan"
"890","s-Gravenambacht","'s-Gravenambacht","http://www.gemeentegeschiedenis.nl/gemeentenaam/s-Gravenambacht","http://www.gemeentegeschiedenis.nl/amco/10935",,"1320",,"1817","1832","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Pernis",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Pernis"
"891","s-Gravendeel","'s-Gravendeel","http://www.gemeentegeschiedenis.nl/gemeentenaam/s-Gravendeel","http://www.gemeentegeschiedenis.nl/amco/10052",,"0517",,"oudsher","2007","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM",,,,
"892","s-Gravenhage","'s-Gravenhage","http://www.gemeentegeschiedenis.nl/gemeentenaam/s-Gravenhage","http://www.gemeentegeschiedenis.nl/amco/11434",,"0518","http://sws.geonames.org/2747372","oudsher","heden","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM","http://www.gemeentegeschiedenis.nl/gemeentenaam/Loosduinen",,,
"893","s-Gravenzande","'s-Gravenzande","http://www.gemeentegeschiedenis.nl/gemeentenaam/s-Gravenzande","http://www.gemeentegeschiedenis.nl/amco/10640",,"0519",,"oudsher","2004","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Westland",,
"894","Groeneveld","Groeneveld","http://www.gemeentegeschiedenis.nl/gemeentenaam/Groeneveld","http://www.gemeentegeschiedenis.nl/amco/10764",,"1322",,"1817","1855","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Hof_van_Delft",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/t_Woud"
"895","Groot-Ammers","Groot-Ammers","http://www.gemeentegeschiedenis.nl/gemeentenaam/Groot-Ammers","http://www.gemeentegeschiedenis.nl/amco/11205",,"0520",,"1817","1986","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Liesveld",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwpoort"
"896","Groote_Lindt","Groote Lindt","http://www.gemeentegeschiedenis.nl/gemeentenaam/Groote_Lindt","http://www.gemeentegeschiedenis.nl/amco/11042",,"1066",,"1817","1881","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Kijfhoek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zwijndrecht",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Zwijndrecht"
"897","Haastrecht","Haastrecht","http://www.gemeentegeschiedenis.nl/gemeentenaam/Haastrecht","http://www.gemeentegeschiedenis.nl/amco/11049",,"0521",,"oudsher","1985","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vliet","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vlist",,
"898","Hagestein","Hagestein","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hagestein","http://www.gemeentegeschiedenis.nl/amco/10297",,"0522",,"1818","1986","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Vianen",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Everdingen"
"899","Hardinxveld","Hardinxveld","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hardinxveld","http://www.gemeentegeschiedenis.nl/amco/10167",,"1070",,"oudsher","1957","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Hardinxveld-Giessendam",,
"900","Hardinxveld-Giessendam","Hardinxveld-Giessendam","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hardinxveld-Giessendam","http://www.gemeentegeschiedenis.nl/amco/10167",,"0523","http://sws.geonames.org/2754843","1957","heden","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Giessendam"
"901","Hazerswoude","Hazerswoude","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hazerswoude","http://www.gemeentegeschiedenis.nl/amco/11257",,"0524",,"oudsher","1991","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Rijneveld","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hoogeveen_Rijnland",
"902","Heenvliet","Heenvliet","http://www.gemeentegeschiedenis.nl/gemeentenaam/Heenvliet","http://www.gemeentegeschiedenis.nl/amco/10823",,"0525",,"oudsher","1980","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Bernisse",,
"903","Heerjansdam","Heerjansdam","http://www.gemeentegeschiedenis.nl/gemeentenaam/Heerjansdam","http://www.gemeentegeschiedenis.nl/amco/10540",,"0526",,"oudsher","2003","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM","http://www.gemeentegeschiedenis.nl/gemeentenaam/Kleine_Lindt","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zwijndrecht","http://www.gemeentegeschiedenis.nl/gemeentenaam/Kleine_Lindt",
"904","Heer_Oudelands_Ambacht","Heer Oudelands Ambacht","http://www.gemeentegeschiedenis.nl/gemeentenaam/Heer_Oudelands_Ambacht","http://www.gemeentegeschiedenis.nl/amco/11207",,"1327",,"1817","1857","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Groote_Lindt",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Rijsoort"
"905","Hei-_en_Boeicop","Hei- en Boeicop","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hei-_en_Boeicop","http://www.gemeentegeschiedenis.nl/amco/11024",,"0527",,"1817","1986","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Zederik",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Schoonrewoerd"
"906","Heinenoord","Heinenoord","http://www.gemeentegeschiedenis.nl/gemeentenaam/Heinenoord","http://www.gemeentegeschiedenis.nl/amco/10821",,"0528",,"oudsher","1984","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM","http://www.gemeentegeschiedenis.nl/gemeentenaam/Goidschalxoord","http://www.gemeentegeschiedenis.nl/gemeentenaam/Binnenmaas","http://www.gemeentegeschiedenis.nl/gemeentenaam/Goidschalxoord",
"907","Hekelingen","Hekelingen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hekelingen","http://www.gemeentegeschiedenis.nl/amco/10873",,"1074",,"1817","1966","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Spijkenisse",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Spijkenisse"
"908","Hekendorp","Hekendorp","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hekendorp","http://www.gemeentegeschiedenis.nl/amco/10217",,"1075",,"1817","1964","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Oukoop","http://www.gemeentegeschiedenis.nl/gemeentenaam/Driebruggen",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Waarder"
"909","Hellevoetsluis","Hellevoetsluis","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hellevoetsluis","http://www.gemeentegeschiedenis.nl/amco/11078",,"0530","http://sws.geonames.org/2754453","oudsher","heden","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwenhoorn",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Oude_en_Nieuwe_Struiten",
"910","Hendrik-Ido-Ambacht","Hendrik-Ido-Ambacht","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hendrik-Ido-Ambacht","http://www.gemeentegeschiedenis.nl/amco/10416",,"0531","http://sws.geonames.org/2754407","oudsher","heden","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sandelingen_Ambacht",,,
"911","Herkingen","Herkingen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Herkingen","http://www.gemeentegeschiedenis.nl/amco/10267",,"1078",,"1817","1966","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Dirksland",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwe_Tonge"
"912","Heukelum","Heukelum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Heukelum","http://www.gemeentegeschiedenis.nl/amco/11308",,"0533",,"oudsher","1986","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM","http://www.gemeentegeschiedenis.nl/gemeentenaam/Spijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vuren",,
"913","Hillegersberg","Hillegersberg","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hillegersberg","http://www.gemeentegeschiedenis.nl/amco/10227",,"1081",,"oudsher","1941","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Rotterdam",,
"914","Hillegom","Hillegom","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hillegom","http://www.gemeentegeschiedenis.nl/amco/11236",,"0534","http://sws.geonames.org/2754072","oudsher","heden","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM","http://www.gemeentegeschiedenis.nl/gemeentenaam/De_Vennip",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/De_Vennip",
"915","Hodenpijl","Hodenpijl","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hodenpijl","http://www.gemeentegeschiedenis.nl/amco/10876",,"1328",,"1817","1855","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Schipluiden",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Schipluiden"
"916","Hof_van_Delft","Hof van Delft","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hof_van_Delft","http://www.gemeentegeschiedenis.nl/amco/10089",,"1082",,"1817","1921","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Groeneveld","http://www.gemeentegeschiedenis.nl/gemeentenaam/Delft",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Pijnacker"
"917","Hofwegen","Hofwegen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hofwegen","http://www.gemeentegeschiedenis.nl/amco/10325",,"1329",,"1817","1855","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Bleskensgraaf_en_Hofwegen",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Bleskensgraaf"
"918","Hoogblokland","Hoogblokland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hoogblokland","http://www.gemeentegeschiedenis.nl/amco/11040",,"0535",,"oudsher","1986","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Giessenlanden","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hoornaar",
"919","Hoog_en_Woud_Harnasch","Hoog en Woud Harnasch","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hoog_en_Woud_Harnasch","http://www.gemeentegeschiedenis.nl/amco/10163",,"1330",,"1817","1833","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Hof_van_Delft",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/t_Woud"
"920","Hoogeveen_Delfland","Hoogeveen [Delfland]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hoogeveen_Delfland","http://www.gemeentegeschiedenis.nl/amco/10835",,"1331",,"1817","1833","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Nootdorp",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Nootdorp"
"921","Hoogeveen_Rijnland","Hoogeveen [Rijnland]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hoogeveen_Rijnland","http://www.gemeentegeschiedenis.nl/amco/10755",,"1332",,"1817","1855","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Benthuizen",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Hazerswoude"
"922","Hoogmade","Hoogmade","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hoogmade","http://www.gemeentegeschiedenis.nl/amco/10026",,"1333",,"1817","1855","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Woubrugge",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Koudekerk_ZH"
"923","Hoogvliet","Hoogvliet","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hoogvliet","http://www.gemeentegeschiedenis.nl/amco/10348",,"1085",,"1817","1934","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Rotterdam",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Poortugaal"
"924","Hoornaar","Hoornaar","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hoornaar","http://www.gemeentegeschiedenis.nl/amco/10516",,"0536",,"1817","1986","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Giessenlanden",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Hoogblokland"
"925","IJsselmonde","IJsselmonde","http://www.gemeentegeschiedenis.nl/gemeentenaam/IJsselmonde","http://www.gemeentegeschiedenis.nl/amco/11357",,"1230",,"oudsher","1941","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Rotterdam",,
"926","Jacobswoude","Jacobswoude","http://www.gemeentegeschiedenis.nl/gemeentenaam/Jacobswoude","http://www.gemeentegeschiedenis.nl/amco/10461",,"0645",,"1991","2009","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Woubrugge"
"927","Kaag_en_Braassem","Kaag en Braassem","http://www.gemeentegeschiedenis.nl/gemeentenaam/Kaag_en_Braassem","http://www.gemeentegeschiedenis.nl/amco/10349",,"1884","http://sws.geonames.org/6544223","2009","heden","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,,,
"928","Katendrecht","Katendrecht","http://www.gemeentegeschiedenis.nl/gemeentenaam/Katendrecht","http://www.gemeentegeschiedenis.nl/amco/11401",,"1093",,"1817","1874","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Charlois",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Charlois"
"929","Katwijk","Katwijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Katwijk","http://www.gemeentegeschiedenis.nl/amco/10707",,"0537","http://sws.geonames.org/2753012","oudsher","heden","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM","http://www.gemeentegeschiedenis.nl/gemeentenaam/Rijnsburg",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Valkenburg_ZH",
"930","Kedichem","Kedichem","http://www.gemeentegeschiedenis.nl/gemeentenaam/Kedichem","http://www.gemeentegeschiedenis.nl/amco/10280",,"0538",,"oudsher","1986","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Leerdam","http://www.gemeentegeschiedenis.nl/gemeentenaam/Spijk",
"931","Kethel_en_Spaland","Kethel en Spaland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Kethel_en_Spaland","http://www.gemeentegeschiedenis.nl/amco/10551",,"1096",,"oudsher","1941","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwland__Kortland_en_s-Graveland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Schiedam","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oud-_en_Nieuw-Mathenesse",
"932","Kijfhoek","Kijfhoek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Kijfhoek","http://www.gemeentegeschiedenis.nl/amco/10319",,"1337",,"1817","1857","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Groote_Lindt",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Rijsoort"
"933","Klaaswaal","Klaaswaal","http://www.gemeentegeschiedenis.nl/gemeentenaam/Klaaswaal","http://www.gemeentegeschiedenis.nl/amco/10284",,"0539",,"oudsher","1984","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Cromstrijen",,
"934","Kleine_Lindt","Kleine Lindt","http://www.gemeentegeschiedenis.nl/gemeentenaam/Kleine_Lindt","http://www.gemeentegeschiedenis.nl/amco/10150",,"1338",,"1817","1857","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Heerjansdam",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Heerjansdam"
"935","Korendijk_1","Korendijk [1]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Korendijk_1","http://www.gemeentegeschiedenis.nl/amco/10914",,,,"oudsher","1817","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Piershil",,
"936","Korendijk_2","Korendijk [2]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Korendijk_2","http://www.gemeentegeschiedenis.nl/amco/10914",,"0588","http://sws.geonames.org/6544295","1984","heden","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Zuid-Beijerland"
"937","Koudekerk_aan_den_Rijn","Koudekerk aan den Rijn","http://www.gemeentegeschiedenis.nl/gemeentenaam/Koudekerk_aan_den_Rijn","http://www.gemeentegeschiedenis.nl/amco/10029",,"0540",,"1938","1991","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland",,,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Rijneveld",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Koudekerk_ZH"
"938","Koudekerk_ZH","Koudekerk [ZH]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Koudekerk_ZH","http://www.gemeentegeschiedenis.nl/amco/10029",,"0540",,"oudsher","1938","http://www.gemeentegeschiedenis.nl/provincie/Zuid-Holland","http://www.gemeentegeschiedenis.nl/departement/MM",,"http://www.gemeentegeschiedenis.nl/gemeentenaam/Koudekerk_aan_den_Rijn","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hoogmade",
