"id","geb_plaats_bron","geb_plaats_huidig","eerste_jaar","laatste_jaar","lat","lon","adm1","aantal","gn_uri","tgn_uri"
"2278","twellingergae","Uitwellingerga","1649","1649","53","5.7","FR","1",,"http://vocab.getty.edu/tgn/7272852"
"2279","twello","Twello","1584","1600","52.2333333","6.1","GE","3",,"http://vocab.getty.edu/tgn/1048156"
"2280","tyaelhuijsum","Tjalhuizum","1589","1589","53.05","5.6166667","FR","1",,"http://vocab.getty.edu/tgn/7271708"
"2281","tyalfnysum","Tjalhuizum","1597","1597","53.05","5.6166667","FR","1",,"http://vocab.getty.edu/tgn/7271708"
"2282","tyalhuysen","Tjalhuizum","1589","1589","53.05","5.6166667","FR","1",,"http://vocab.getty.edu/tgn/7271708"
"2283","tyalleberdt","Tjalleberd","1594","1594","53","5.95","FR","1",,"http://vocab.getty.edu/tgn/7271707"
"2284","tychelen","Tegelen","1505","1505","51.3333333","6.1333333","LI","1",,"http://vocab.getty.edu/tgn/1048143"
"2285","tyell","Tiel","1499","1551","51.8833333","5.4333333","GE","2",,"http://vocab.getty.edu/tgn/7006875"
"2286","tyngae","Tinga","1591","1591","53.0166667","5.65","FR","1","http://sws.geonames.org/2746286",
"2287","tyum","Tzum","1650","1650","53.15","5.5666667","FR","1",,"http://vocab.getty.edu/tgn/7271971"
"2288","tzerckwert","Tjerkwerd","1593","1643","53.05","5.5","FR","2",,"http://vocab.getty.edu/tgn/7271701"
"2289","tziallehuijsum","Tjalhuizum","1654","1654","53.05","5.6166667","FR","1",,"http://vocab.getty.edu/tgn/7271708"
"2290","tzium","Tzum","1652","1652","53.15","5.5666667","FR","1",,"http://vocab.getty.edu/tgn/7271971"
"2291","tzum","Tzum","1646","1651","53.15","5.5666667","FR","3",,"http://vocab.getty.edu/tgn/7271971"
"2292","uchten","Ochten","1547","1547","51.9","5.5666667","GE","1",,"http://vocab.getty.edu/tgn/7269265"
"2293","uddell","Uddel","1539","1539","52.2666667","5.7833333","GE","1",,"http://vocab.getty.edu/tgn/1048157"
"2294","udem","Uden","1645","1645","51.6666667","5.6166667","NB","1",,"http://vocab.getty.edu/tgn/7006850"
"2295","uijt het rhennesse vehn","Veenendaal","1644","1644","52.0333333","5.55","UT","1",,"http://vocab.getty.edu/tgn/1048177"
"2296","uijt tlant van kessel in gelderlant","Gemeente Kessel","1654","1654","51.2833333","6.05","LI","1",,
"2297","uijtte twenthe bij diepenhem","Diepenheim","1644","1644","52.2","6.55","OV","1",,"http://vocab.getty.edu/tgn/1047720"
"2298","uijtter lutte bij oldenzael","De Lutte","1652","1652","52.3166667","6.9833333","OV","1",,"http://vocab.getty.edu/tgn/7260659"
"2299","uit haech","Den Haag","1595","1595","52.0833333","4.3","ZH","1",,"http://vocab.getty.edu/tgn/7006810"
"2300","uit het ambt van voirst","Nederland","1590","1590","52.5","5.75","NL","1",,
"2301","uit lemer","Lemmer","1598","1598","52.85","5.7166667","FR","1",,"http://vocab.getty.edu/tgn/1047913"
"2302","uit westhem","Westhem","1598","1598","53.0166667","5.55","FR","1",,"http://vocab.getty.edu/tgn/7273294"
"2303","uitgeest","Uitgeest","1540","1595","52.5333333","4.7166667","NH","22",,"http://vocab.getty.edu/tgn/1048160"
"2304","uithoorn","Uithoorn","1642","1649","52.2333333","4.8333333","NH","3",,"http://vocab.getty.edu/tgn/1048161"
"2305","uitten ampte van colmenschate","Colmschate","1640","1640","52.25","6.2166667","OV","1",,"http://vocab.getty.edu/tgn/7262887"
"2306","uitten briel","Brielle","1539","1539","51.9","4.1666667","ZH","1",,"http://vocab.getty.edu/tgn/1047678"
"2307","uitten hommerts","Hommerts","1595","1595","52.9833333","5.65","FR","1",,"http://vocab.getty.edu/tgn/7263780"
"2308","uittrecht","Utrecht","1599","1599","52.0833333","5.1333333","UT","1",,"http://vocab.getty.edu/tgn/7006926"
"2309","ungabour","Ungebuurt","1649","1649","53.1833333","5.4666667","FR","1",,"http://vocab.getty.edu/tgn/7272957"
"2310","urck","Urk","1638","1638","52.6666667","5.6","FL","1",,"http://vocab.getty.edu/tgn/1048168"
"2311","ursem","Urmond","1542","1650","51","5.7666667","LI","11",,"http://vocab.getty.edu/tgn/7272946"
"2312","ut den kerspell van eybergen","Gemeente Eibergen","1550","1550","52.1","6.6333333","GE","1",,
"2313","utrecht","Utrecht","1495","1654","52.0833333","5.1333333","UT","113",,"http://vocab.getty.edu/tgn/7006926"
"2314","utricht","Utrecht","1494","1494","52.0833333","5.1333333","UT","1",,"http://vocab.getty.edu/tgn/7006926"
"2315","uttrecht","Utrecht","1639","1639","52.0833333","5.1333333","UT","1",,"http://vocab.getty.edu/tgn/7006926"
"2316","uut den nyenbroeck","Nijbroek","1503","1503","52.3","6.0666667","GE","1",,"http://vocab.getty.edu/tgn/7267946"
"2317","uut die waerden","Gemeente Oudewater","1597","1597","52.0166667","4.8666667","UT","1",,
"2318","uuten pass","Provincie Gelderland","1446","1446","52","5.8333333","GE","1",,
"2319","uuth de veluwe","Veluwe","1497","1497","52.25","5.8","GE","1",,
"2320","uuth den lande van kueck","Cuijk","1496","1496","51.7333333","5.9166667","NB","1","http://sws.geonames.org/2757874",
"2321","uuth den lande van panneren","Gemeente Pannerden","1495","1495","51.8833333","6.0333333","GE","1",,
"2322","uuth den nyenbroecke","Nijbroek","1495","1495","52.3","6.0666667","GE","1",,"http://vocab.getty.edu/tgn/7267946"
"2323","uuth der betuwe","Betuwe","1497","1497","51.9166667","5.5833333","GE","1",,
"2324","uuth der greeffschap van zutphen","Graafschap Zutphen","1497","1497","51.9833333","6.4333333","GE","1",,
"2325","uuth der kuenre","Kuinre","1494","1497","52.7833333","5.8333333","OV","2",,"http://vocab.getty.edu/tgn/1047898"
"2326","uuth der meyerie vanden bussche","Meierij van 's-Hertogenbosch","1497","1497","51.5833333","5.3333333","NB","1",,
"2327","uuth die meyerie vanden busch","Meierij van 's-Hertogenbosch","1501","1501","51.5833333","5.3333333","NB","1",,
"2328","Uuytgheest","Uitgeest","1590","1590","52.5333333","4.7166667","NH","1",,"http://vocab.getty.edu/tgn/1048160"
"2329","Uuytrecht","Utrecht","1641","1641","52.0833333","5.1333333","UT","1",,"http://vocab.getty.edu/tgn/7006926"
"2330","uuytwallingerga","Uitwellingerga","1588","1588","53","5.7","FR","1",,"http://vocab.getty.edu/tgn/7272852"
"2331","uyden","Uden","1548","1548","51.6666667","5.6166667","NB","1",,"http://vocab.getty.edu/tgn/7006850"
"2332","Uytgeest","Uitgeest","1648","1648","52.5333333","4.7166667","NH","1",,"http://vocab.getty.edu/tgn/1048160"
"2333","Uytrecht","Utrecht","1642","1649","52.0833333","5.1333333","UT","3",,"http://vocab.getty.edu/tgn/7006926"
"2334","vaardt","Vreeswijk","1639","1639","52","5.1","UT","2",,"http://vocab.getty.edu/tgn/1048205"
"2335","vaesen","Vaassen","1649","1649","52.2833333","5.9666667","GE","1",,"http://vocab.getty.edu/tgn/7006901"
"2336","vaesschen","Vaassen","1542","1542","52.2833333","5.9666667","GE","1",,"http://vocab.getty.edu/tgn/7006901"
"2337","vaessen","Vaassen","1497","1597","52.2833333","5.9666667","GE","2",,"http://vocab.getty.edu/tgn/7006901"
"2338","vaessen uytte veluwe","Vaassen","1645","1645","52.2833333","5.9666667","GE","1",,"http://vocab.getty.edu/tgn/7006901"
"2339","vaessen/wessen","Vaassen","1497","1497","52.2833333","5.9666667","GE","1",,"http://vocab.getty.edu/tgn/7006901"
"2340","valburch","Valburg","1637","1637","51.9166667","5.8","GE","1",,"http://vocab.getty.edu/tgn/7273033"
"2341","Valckenesse op Zuytbevelant","Valkenisse","1545","1545","51.5","3.5","ZE","1",,
"2342","valckenisse","Valkenisse","1546","1546","51.5","3.5","ZE","2",,
"2343","valckooge","Valkoog","1595","1595","52.7833333","4.7666667","NH","1",,"http://vocab.getty.edu/tgn/7273005"
"2344","valcooge","Valkoog","1592","1592","52.7833333","4.7666667","NH","1",,"http://vocab.getty.edu/tgn/7273005"
"2345","valkenburg bij leiden","Valkenburg","1586","1586","52.1833333","4.4333333","ZH","1",,"http://vocab.getty.edu/tgn/7273020"
"2346","van by doesborch","Gemeente Doesburg","1498","1498","52","6.1333333","GE","1",,
"2347","van de a","Ter Aa","1651","1651","52.2","4.9833333","UT","1",,
"2348","van de heide bij breda","Breda (omgeving)","1545","1545","51.5833333","4.7666667","NB","1",,
"2349","van de leur","Nederland","1586","1586","52.5","5.75","NL","1",,
"2350","van de luer","Nederland","1589","1589","52.5","5.75","NL","1",,
"2351","van de vlist","Vlist","1600","1600","51.9833333","4.8166667","ZH","1",,"http://vocab.getty.edu/tgn/7272620"
"2352","van den bos","'s-Hertogenbosch","1639","1639","51.7","5.3166667","NB","1","http://sws.geonames.org/2747351",
"2353","van den leure","Etten","1587","1587","51.5666667","4.6666667","NB","1",,"http://vocab.getty.edu/tgn/7006824"
"2354","van der bandt","Terband","1598","1598","52.9833333","5.9166667","FR","1",,"http://vocab.getty.edu/tgn/7271519"
"2355","van der briel","Brielle","1653","1653","51.9","4.1666667","ZH","1",,"http://vocab.getty.edu/tgn/1047678"
"2356","van der capple","Terkaple","1589","1589","53.0166667","5.7833333","FR","1",,"http://vocab.getty.edu/tgn/7271618"
"2357","van der goes","Goes","1638","1638","51.5","3.8833333","ZE","2",,"http://vocab.getty.edu/tgn/7006755"
"2358","van der gouwe","Gouda","1550","1550","52.0166667","4.7","ZH","1",,"http://vocab.getty.edu/tgn/7006805"
"2359","van der luer","Nederland","1592","1592","52.5","5.75","NL","1",,
"2360","van der veer","Veere","1588","1588","51.55","3.6666667","ZE","1",,"http://vocab.getty.edu/tgn/7006753"
"2361","van groten acker van helmond","Helmond","1642","1642","51.4833333","5.6666667","NB","1",,"http://vocab.getty.edu/tgn/7006840"
"2362","van laken uyt de polder","Provincie Zeeland","1643","1643","51.4166667","3.75","ZE","1",,
"2363","van mijert","Mijdrecht","1653","1653","52.2","4.8666667","UT","1",,"http://vocab.getty.edu/tgn/1047953"
"2364","van neer","Neer","1641","1641","51.2666667","5.9833333","LI","1",,"http://vocab.getty.edu/tgn/7270256"
"2365","van ter wespel","Terwispel","1643","1643","53.0166667","6.05","FR","1",,"http://vocab.getty.edu/tgn/7271576"
"2366","van wijck","Wijk bij Duurstede","1551","1551","51.9833333","5.35","UT","1","http://sws.geonames.org/2744483",
"2367","vande leur","Nederland","1593","1593","52.5","5.75","NL","1",,
"2368","vanden besth","Best","1498","1498","51.5","5.4","NB","1",,"http://vocab.getty.edu/tgn/1047654"
"2369","vanden borch","Den Burg","1538","1538","53.05","4.8","NH","1",,"http://vocab.getty.edu/tgn/1047712"
"2370","vanden bossch","'s-Hertogenbosch","1452","1496","51.7","5.3166667","NB","2","http://sws.geonames.org/2747351",
"2371","vanden busch","'s-Hertogenbosch","1401","1503","51.7","5.3166667","NB","4","http://sws.geonames.org/2747351",
"2372","vanden busche","'s-Hertogenbosch","1498","1498","51.7","5.3166667","NB","1","http://sws.geonames.org/2747351",
"2373","vanden durpe van ghendt","Gendt","1586","1586","51.8833333","5.9666667","GE","1",,"http://vocab.getty.edu/tgn/1047785"
"2374","vanden gave","Gouda","1546","1546","52.0166667","4.7","ZH","1",,"http://vocab.getty.edu/tgn/7006805"
"2375","vanden hamme","Nederland","1492","1492","52.5","5.75","NL","1",,
"2376","vanden lande van oisterhout","Oosterhout","1649","1649","51.65","4.8833333","NB","1",,"http://vocab.getty.edu/tgn/7006830"
"2377","vanden landen in colmenschate","Colmschate","1644","1644","52.25","6.2166667","OV","1",,"http://vocab.getty.edu/tgn/7262887"
"2378","vanden leur","Nederland","1591","1655","52.5","5.75","NL","3",,
"2379","vanden luere","Nederland","1583","1583","52.5","5.75","NL","3",,
"2380","vanden olden busch","Provincie Noord-Brabant","1498","1498","51.6666667","5","NB","1",,
"2381","vanden oudenbosch","Provincie Noord-Brabant","1655","1655","51.6666667","5","NB","1",,
"2382","vanden ouwelant","Nederland","1639","1639","52.5","5.75","NL","1",,
"2383","vanden pass","De Pas","1392","1392","51.9","6.0166667","GE","1",,"http://vocab.getty.edu/tgn/7261281"
"2384","vanden swaluw","Hooge Zwaluwe","1550","1550","51.6833333","4.75","NB","1",,"http://vocab.getty.edu/tgn/7029625"
"2385","vanden vlaecke","Vlake","1547","1547","51.4833333","4.0166667","ZE","1",,"http://vocab.getty.edu/tgn/7272559"
"2386","vander bildt","De Bilt","1597","1597","52.1166667","5.1833333","UT","1",,"http://vocab.getty.edu/tgn/1047702"
"2387","vander burch in gelderland","Barchem","1594","1594","52.1333333","6.45","GE","1",,"http://vocab.getty.edu/tgn/7257901"
"2388","vander gou","Gouda","1642","1642","52.0166667","4.7","ZH","1",,"http://vocab.getty.edu/tgn/7006805"
"2389","vander goude","Gouda","1539","1582","52.0166667","4.7","ZH","8",,"http://vocab.getty.edu/tgn/7006805"
"2390","vander gouw","Gouda","1548","1548","52.0166667","4.7","ZH","1",,"http://vocab.getty.edu/tgn/7006805"
"2391","vander gouwe","Gouda","1538","1597","52.0166667","4.7","ZH","12",,"http://vocab.getty.edu/tgn/7006805"
"2392","vander haegen","Den Haag","1648","1648","52.0833333","4.3","ZH","1",,"http://vocab.getty.edu/tgn/7006810"
"2393","vander horst vuyt gelderlandt","Horst","1597","1597","52.3","5.5833333","GE","1",,"http://vocab.getty.edu/tgn/7264862"
"2394","vander luer","Nederland","1594","1594","52.5","5.75","NL","1",,
"2395","vander luere","Nederland","1583","1583","52.5","5.75","NL","1",,
"2396","vander nisse","Nisse","1548","1548","51.45","3.85","ZE","1",,"http://vocab.getty.edu/tgn/7268219"
"2397","vander schie","Schiedam","1636","1636","51.9166667","4.4","ZH","1",,"http://vocab.getty.edu/tgn/7006800"
"2398","vander tholen","Tholen","1594","1594","51.5333333","4.2166667","ZE","1",,"http://vocab.getty.edu/tgn/1048149"
"2399","vander thoole","Tholen","1542","1542","51.5333333","4.2166667","ZE","1",,"http://vocab.getty.edu/tgn/1048149"
"2400","vander vlaecke","Vlake","1590","1590","51.4833333","4.0166667","ZE","2",,"http://vocab.getty.edu/tgn/7272559"
"2401","vant sant in omlanden","'t Zand","1642","1642","53.3666667","6.7833333","GR","1",,"http://vocab.getty.edu/tgn/7271974"
"2402","Varckensweer","Valkenswaard","1642","1642","51.35","5.4666667","NB","1",,"http://vocab.getty.edu/tgn/1048173"
"2403","varichten","Varik","1552","1552","51.8166667","5.3666667","GE","1",,"http://vocab.getty.edu/tgn/7273085"
"2404","varix buiten bommel","Varik","1542","1542","51.8166667","5.3666667","GE","1",,"http://vocab.getty.edu/tgn/7273085"
"2405","vasen","Vaassen","1583","1586","52.2833333","5.9666667","GE","2",,"http://vocab.getty.edu/tgn/7006901"
"2406","vechel","Vechel","1641","1641","51.6166667","5.55","NB","1",,"http://vocab.getty.edu/tgn/1048181"
"2407","Veenendael","Veenendaal","1641","1641","52.0333333","5.55","UT","1",,"http://vocab.getty.edu/tgn/1048177"
"2408","veenhuisen","Veenhuizen","1541","1541","52.7","4.9","NH","1",,"http://vocab.getty.edu/tgn/7273045"
"2409","veenhuizen","Veenhuizen","1539","1539","52.7","4.9","NH","1",,"http://vocab.getty.edu/tgn/7273045"
"2410","veenwouden","Veenwouden","1652","1652","53.2333333","6","FR","1",,"http://vocab.getty.edu/tgn/4011675"
"2411","veere","Veere","1541","1642","51.55","3.6666667","ZE","5",,"http://vocab.getty.edu/tgn/7006753"
"2412","veere/middelburg","Veere","1492","1492","51.55","3.6666667","ZE","1",,"http://vocab.getty.edu/tgn/7006753"
"2413","veessen","Veessen","1541","1637","52.3833333","6.0833333","GE","2",,"http://vocab.getty.edu/tgn/7272316"
"2414","vellep","Velp","1587","1587","52","6","GE","1",,"http://vocab.getty.edu/tgn/7006887"
"2415","velp","Velp","1587","1638","52","6","GE","5",,"http://vocab.getty.edu/tgn/7006887"
"2416","velthuijsen","Veldhuizen","1645","1645","52.0833333","5.0166667","UT","1",,"http://vocab.getty.edu/tgn/7272290"
"2417","Velthuysen","Veldhuizen","1644","1646","52.0833333","5.0166667","UT","2",,"http://vocab.getty.edu/tgn/7272290"
"2418","veluwen","Veluwe","1505","1505","52.25","5.8","GE","1",,
"2419","vendael","Veenendaal","1583","1583","52.0333333","5.55","UT","1",,"http://vocab.getty.edu/tgn/1048177"
"2420","venendaal","Veenendaal","1586","1586","52.0333333","5.55","UT","2",,"http://vocab.getty.edu/tgn/1048177"
"2421","venendael an de stichtse zijde","Veenendaal","1646","1646","52.0333333","5.55","UT","1",,"http://vocab.getty.edu/tgn/1048177"
"2422","venle","Venlo","1490","1491","51.3666667","6.1666667","LI","2",,"http://vocab.getty.edu/tgn/7006853"
"2423","Venlo","Venlo","1536","1655","51.3666667","6.1666667","LI","41",,"http://vocab.getty.edu/tgn/7006853"
"2424","venlo,dordrecht","Venlo","1639","1639","51.3666667","6.1666667","LI","1",,"http://vocab.getty.edu/tgn/7006853"
"2425","venloe","Venlo","1495","1592","51.3666667","6.1666667","LI","4",,"http://vocab.getty.edu/tgn/7006853"
"2426","venloo","Venlo","1545","1545","51.3666667","6.1666667","LI","1",,"http://vocab.getty.edu/tgn/7006853"
"2427","venrae","Venray","1551","1551","51.5333333","5.9833333","LI","1",,"http://vocab.getty.edu/tgn/1048186"
"2428","venray","Venray","1547","1553","51.5333333","5.9833333","LI","2",,"http://vocab.getty.edu/tgn/1048186"
"2429","Venro","Venray","1589","1589","51.5333333","5.9833333","LI","1",,"http://vocab.getty.edu/tgn/1048186"
"2430","vere","Veere","1546","1650","51.55","3.6666667","ZE","6",,"http://vocab.getty.edu/tgn/7006753"
"2431","Verwert in  Vrieslandt","Ferwerd","1591","1591","53.3333333","5.8333333","FR","1",,"http://vocab.getty.edu/tgn/4003894"
"2432","vesen","Veessen","1490","1490","52.3833333","6.0833333","GE","1",,"http://vocab.getty.edu/tgn/7272316"
"2433","vessem","Vessem","1546","1546","51.4166667","5.2833333","NB","1",,"http://vocab.getty.edu/tgn/7272434"
"2434","Veur","Veur","1648","1648","52.0833333","4.4333333","ZH","1",,"http://vocab.getty.edu/tgn/7272429"
"2435","Vianen","Nederland","1549","1655","52.5","5.75","NL","8",,
"2436","vieracker ut den kerspel van warnsf","Vierakker","1538","1538","52.1","6.2333333","GE","1",,"http://vocab.getty.edu/tgn/7272420"
"2437","vissleet","Visvliet","1597","1597","53.2666667","6.25","GR","1",,"http://vocab.getty.edu/tgn/7272573"
"2438","Visvliet","Visvliet","1587","1587","53.2666667","6.25","GR","1",,"http://vocab.getty.edu/tgn/7272573"
"2439","vlaardingen","Vlaardingen","1543","1585","51.9166667","4.35","ZH","6",,"http://vocab.getty.edu/tgn/1048190"
"2440","Vlieland","Vlieland","1645","1645","53.2666667","4.9666667","FR","1",,
"2441","vlielandt","Vlieland","1641","1650","53.2666667","4.9666667","FR","2",,
"2442","vlielant","Vlieland","1538","1538","53.2666667","4.9666667","FR","1",,
"2443","vlierden","Vlierden","1593","1593","51.45","5.7666667","NB","1",,"http://vocab.getty.edu/tgn/7272644"
"2444","Vliest","Vlist","1649","1649","51.9833333","4.8166667","ZH","1",,"http://vocab.getty.edu/tgn/7272620"
"2445","vliet buiten franeker","Gemeente Franeker","1637","1637","53.1833333","5.5333333","FR","1",,
"2446","vlissinge","Vlissingen","1489","1654","51.45","3.5833333","ZE","20",,"http://vocab.getty.edu/tgn/7006750"
"2447","Vlissingen","Vlissingen","1589","1650","51.45","3.5833333","ZE","8",,"http://vocab.getty.edu/tgn/7006750"
"2448","vlisswick uth hollandt","Bleiswijk","1594","1594","52.0166667","4.5333333","ZH","1",,"http://vocab.getty.edu/tgn/7257171"
"2449","vlist","Vlist","1646","1648","51.9833333","4.8166667","ZH","2",,"http://vocab.getty.edu/tgn/7272620"
"2450","vlymen","Vlijmen","1554","1554","51.7","5.2333333","NB","1",,"http://vocab.getty.edu/tgn/1048193"
"2451","voerst","Nederland","1599","1599","52.5","5.75","NL","1",,
"2452","voerthuysen","Voorthuizen","1585","1585","52.1833333","5.6166667","GE","1",,"http://vocab.getty.edu/tgn/1048203"
"2453","voirden","Vorden","1544","1544","52.1","6.3166667","GE","1",,"http://vocab.getty.edu/tgn/1048204"
"2454","voirst","Nederland","1544","1592","52.5","5.75","NL","3",,
"2455","Vollehoove","Vollenhove","1645","1645","52.6833333","5.95","OV","1",,"http://vocab.getty.edu/tgn/1048199"
"2456","Vollenhoe","Vollenhove","1547","1547","52.6833333","5.95","OV","1",,"http://vocab.getty.edu/tgn/1048199"
"2457","Vollenhoeff","Vollenhove","1590","1594","52.6833333","5.95","OV","2",,"http://vocab.getty.edu/tgn/1048199"
"2458","Vollenhooff","Vollenhove","1594","1594","52.6833333","5.95","OV","1",,"http://vocab.getty.edu/tgn/1048199"
"2459","Vollenhoove","Vollenhove","1646","1646","52.6833333","5.95","OV","1",,"http://vocab.getty.edu/tgn/1048199"
"2460","Vollenhooven","Vollenhove","1645","1645","52.6833333","5.95","OV","1",,"http://vocab.getty.edu/tgn/1048199"
"2461","Vollenhove","Vollenhove","1587","1650","52.6833333","5.95","OV","6",,"http://vocab.getty.edu/tgn/1048199"
"2462","vollenhove,nijmegen","Vollenhove","1637","1637","52.6833333","5.95","OV","1",,"http://vocab.getty.edu/tgn/1048199"
"2463","vollenhoven","Vollenhove","1637","1637","52.6833333","5.95","OV","1",,"http://vocab.getty.edu/tgn/1048199"
"2464","voorburg","Voorburg","1543","1643","52.0666667","4.3666667","ZH","9",,"http://vocab.getty.edu/tgn/7006811"
"2465","voorde","Vorden","1547","1547","52.1","6.3166667","GE","1",,"http://vocab.getty.edu/tgn/1048204"
"2466","voorschoten","Voorschoten","1587","1636","52.1333333","4.45","ZH","3",,"http://vocab.getty.edu/tgn/7006812"
"2467","Voorst","Nederland","1591","1652","52.5","5.75","NL","6",,
"2468","voorthuizen","Voorthuizen","1584","1598","52.1833333","5.6166667","GE","14",,"http://vocab.getty.edu/tgn/1048203"
"2469","vorcht","Vorchten","1555","1555","52.4","6.1166667","GE","1",,"http://vocab.getty.edu/tgn/7272747"
"2470","vorchten","Vorchten","1653","1653","52.4","6.1166667","GE","1",,"http://vocab.getty.edu/tgn/7272747"
"2471","vorden","Vorden","1537","1590","52.1","6.3166667","GE","2",,"http://vocab.getty.edu/tgn/1048204"
"2472","vorden uitte graafschap zutphen","Vorden","1648","1648","52.1","6.3166667","GE","1",,"http://vocab.getty.edu/tgn/1048204"
"2473","vorenborch","Voorburg","1585","1585","52.0666667","4.3666667","ZH","1",,"http://vocab.getty.edu/tgn/7006811"
"2474","vosmare","Oud-Vossemeer","1647","1647","51.5666667","4.2","ZE","1",,"http://vocab.getty.edu/tgn/7267347"
"2475","vreeland","Vreeland","1587","1587","52.2333333","5.0333333","UT","1",,"http://vocab.getty.edu/tgn/7272812"
"2476","Vreelandt","Vreeland","1555","1555","52.2333333","5.0333333","UT","1",,"http://vocab.getty.edu/tgn/7272812"
"2477","Vrelandt","Vreeland","1588","1588","52.2333333","5.0333333","UT","1",,"http://vocab.getty.edu/tgn/7272812"
"2478","Vriesecoop","Vriezekoop","1591","1648","52.2166667","4.7","ZH","4",,"http://vocab.getty.edu/tgn/7272799"
"2479","Vriesecop","Vriezekoop","1592","1592","52.2166667","4.7","ZH","1",,"http://vocab.getty.edu/tgn/7272799"
"2480","vriesekoop","Vriezekoop","1650","1651","52.2166667","4.7","ZH","2",,"http://vocab.getty.edu/tgn/7272799"
"2481","vrieselant","Provincie Friesland","1638","1638","53.1666667","5.8333333","FR","1",,
"2482","vrieseveen","Vriezenveen","1654","1654","52.4166667","6.6166667","OV","1",,"http://vocab.getty.edu/tgn/7272798"
"2483","vriesland","Provincie Friesland","1583","1588","53.1666667","5.8333333","FR","2",,
"2484","Vrieslandt","Provincie Friesland","1545","1645","53.1666667","5.8333333","FR","13",,
"2485","Vrieslant","Provincie Friesland","1586","1594","53.1666667","5.8333333","FR","5",,
"2486","vrieuwert","Wieuwerd","1641","1641","53.1166667","5.6833333","FR","1",,"http://vocab.getty.edu/tgn/7273422"
"2487","vrij","Vrij","1590","1590","51.6666667","6.0666667","LI","1",,"http://vocab.getty.edu/tgn/7272796"
"2488","vrijes, de","Provincie Friesland","1588","1588","53.1666667","5.8333333","FR","1",,
"2489","vrijestlandt in die boeven woelde","Provincie Friesland","1600","1600","53.1666667","5.8333333","FR","1",,
"2490","vrijtfuallingergae","Uitwellingerga","1588","1588","53","5.7","FR","1",,"http://vocab.getty.edu/tgn/7272852"
"2491","vrouwen kerck","Vrouwenparochie","1599","1599","53.2833333","5.7","FR","1",,"http://vocab.getty.edu/tgn/7272780"
"2492","vrouwen kerck opt bild","Vrouwenparochie","1598","1598","53.2833333","5.7","FR","1",,"http://vocab.getty.edu/tgn/7272780"
"2493","vrouwenpolder","Vrouwepolder","1645","1645","51.5833333","3.6","ZE","1",,"http://vocab.getty.edu/tgn/7272779"
"2494","vryesecoop","Vriezekoop","1583","1583","52.2166667","4.7","ZH","1",,"http://vocab.getty.edu/tgn/7272799"
"2495","vter haghe","Den Haag","1539","1539","52.0833333","4.3","ZH","1",,"http://vocab.getty.edu/tgn/7006810"
"2496","vucht","Vucht","1582","1582","51.65","5.3","NB","2",,"http://vocab.getty.edu/tgn/1048209"
"2497","Vucht bij 's Hartogenbousch","Vucht","1553","1553","51.65","5.3","NB","1",,"http://vocab.getty.edu/tgn/1048209"
"2498","vuerden in gelderlandt","Vorden","1596","1596","52.1","6.3166667","GE","1",,"http://vocab.getty.edu/tgn/1048204"
"2499","vueren","Vuren","1583","1647","51.8166667","5.05","GE","4",,"http://vocab.getty.edu/tgn/7272888"
"2500","vullenhoe","Vollenhove","1494","1499","52.6833333","5.95","OV","3",,"http://vocab.getty.edu/tgn/1048199"
"2501","vuren","Vuren","1642","1642","51.8166667","5.05","GE","1",,"http://vocab.getty.edu/tgn/7272888"
"2502","vut portengael in hollant","Poortugaal","1546","1546","51.8666667","4.4","ZH","1",,"http://vocab.getty.edu/tgn/7268975"
"2503","vuurst","Lage-Vuursche","1541","1541","52.1833333","5.2333333","UT","1",,"http://vocab.getty.edu/tgn/7265703"
"2504","vuyren","Vuren","1583","1638","51.8166667","5.05","GE","2",,"http://vocab.getty.edu/tgn/7272888"
"2505","vuyt den cleenenhouck ter vlaecke","Vlake","1595","1595","51.4833333","4.0166667","ZE","1",,"http://vocab.getty.edu/tgn/7272559"
"2506","vuyt doude tonge","Oude-Tonge","1549","1549","51.6833333","4.2166667","ZH","1",,"http://vocab.getty.edu/tgn/1048034"
"2507","vuytrechtes","Utrecht","1592","1592","52.0833333","5.1333333","UT","1",,"http://vocab.getty.edu/tgn/7006926"
"2508","vyanen","Nederland","1445","1655","52.5","5.75","NL","7",,
"2509","vyanen in hollandt","Vianen","1639","1639","52","5.1","ZH","1",,"http://vocab.getty.edu/tgn/7006907"
"2510","vyt de tessel","Texel","1500","1500","53.0833333","4.8333333","NH","1",,
"2511","vytregt","Utrecht","1647","1647","52.0833333","5.1333333","UT","1",,"http://vocab.getty.edu/tgn/7006926"
"2512","waalwijk","Waalwijk","1595","1595","51.6833333","5.0666667","NB","1",,"http://vocab.getty.edu/tgn/1048211"
"2513","waalwijk uit langestraat","Waalwijk","1591","1591","51.6833333","5.0666667","NB","1",,"http://vocab.getty.edu/tgn/1048211"
"2514","waddicksveen","Waddinxveen","1596","1596","52.05","4.65","ZH","1",,"http://vocab.getty.edu/tgn/1048212"
"2515","waddincxveen","Waddinxveen","1594","1594","52.05","4.65","ZH","1",,"http://vocab.getty.edu/tgn/1048212"
"2516","wadding bij leyden","Waddinxveen","1592","1592","52.05","4.65","ZH","1",,"http://vocab.getty.edu/tgn/1048212"
