"id","geb_plaats_bron","geb_plaats_huidig","eerste_jaar","laatste_jaar","lat","lon","adm1","aantal","gn_uri","tgn_uri"
"1474","menaem","Menaldum","1597","1652","53.2166667","5.6666667","FR","5",,"http://vocab.getty.edu/tgn/1047943"
"1475","menalen","Menaldum","1655","1655","53.2166667","5.6666667","FR","1",,"http://vocab.getty.edu/tgn/1047943"
"1476","mennaldum","Menaldum","1591","1591","53.2166667","5.6666667","FR","1",,"http://vocab.getty.edu/tgn/1047943"
"1477","ments nierop","Nieuwe-Niedorp","1585","1585","52.7333333","4.9","NH","1",,"http://vocab.getty.edu/tgn/1047978"
"1478","meppel","Meppel","1582","1653","52.7","6.2","DR","7",,"http://vocab.getty.edu/tgn/7006966"
"1479","meppel uijtte drenthe","Meppel","1643","1643","52.7","6.2","DR","1",,"http://vocab.getty.edu/tgn/7006966"
"1480","meppelen","Meppel","1587","1647","52.7","6.2","DR","5",,"http://vocab.getty.edu/tgn/7006966"
"1481","meppelen land van drent","Meppel","1591","1591","52.7","6.2","DR","1",,"http://vocab.getty.edu/tgn/7006966"
"1482","meppell","Meppel","1550","1550","52.7","6.2","DR","1",,"http://vocab.getty.edu/tgn/7006966"
"1483","Meppelt","Meppel","1648","1650","52.7","6.2","DR","2",,"http://vocab.getty.edu/tgn/7006966"
"1484","mepple","Meppel","1597","1597","52.7","6.2","DR","1",,"http://vocab.getty.edu/tgn/7006966"
"1485","merckel","Markelo","1550","1553","52.2333333","6.5","OV","2",,"http://vocab.getty.edu/tgn/7006936"
"1486","merckele","Markelo","1547","1547","52.2333333","6.5","OV","1",,"http://vocab.getty.edu/tgn/7006936"
"1487","merckell","Markelo","1548","1548","52.2333333","6.5","OV","1",,"http://vocab.getty.edu/tgn/7006936"
"1488","merkerck","Meerkerk","1638","1640","51.9166667","5","ZH","2",,"http://vocab.getty.edu/tgn/1047940"
"1489","metzelwyer in dongerdeel","Metslawier","1593","1593","53.3666667","6.0666667","FR","1",,"http://vocab.getty.edu/tgn/7269680"
"1490","meyde, vander","Ameide","1642","1642","51.95","4.9666667","ZH","1",,"http://vocab.getty.edu/tgn/7258811"
"1491","middacht","De Steeg","1592","1592","52.0166667","6.05","GE","1",,"http://vocab.getty.edu/tgn/7006894"
"1492","middelaer","Middelaar","1501","1501","51.7333333","5.9166667","LI","1",,"http://vocab.getty.edu/tgn/7269809"
"1493","middelbeurch","Middelburg","1638","1638","51.5","3.6166667","ZE","1",,"http://vocab.getty.edu/tgn/7006752"
"1494","Middelborch","Middelburg","1550","1598","51.5","3.6166667","ZE","4",,"http://vocab.getty.edu/tgn/7006752"
"1495","Middelburch","Middelburg","1591","1648","51.5","3.6166667","ZE","6",,"http://vocab.getty.edu/tgn/7006752"
"1496","middelburg","Middelburg","1487","1655","51.5","3.6166667","ZE","55",,"http://vocab.getty.edu/tgn/7006752"
"1497","middelburg in zeeland","Middelburg","1594","1653","51.5","3.6166667","ZE","5",,"http://vocab.getty.edu/tgn/7006752"
"1498","middelburg zeeland","Middelburg","1649","1649","51.5","3.6166667","ZE","1",,"http://vocab.getty.edu/tgn/7006752"
"1499","middelburgh","Middelburg","1592","1649","51.5","3.6166667","ZE","5",,"http://vocab.getty.edu/tgn/7006752"
"1500","Middelswoude","Midwoud","1646","1646","52.7166667","5.0666667","NH","1",,"http://vocab.getty.edu/tgn/7269861"
"1501","Midtwolde","Midwolda","1647","1647","53.2","7","GR","1",,"http://vocab.getty.edu/tgn/7017395"
"1502","mierle","Mierlo","1645","1645","51.45","5.6166667","NB","1",,"http://vocab.getty.edu/tgn/1047952"
"1503","mierlo","Mierlo","1583","1583","51.45","5.6166667","NB","1",,"http://vocab.getty.edu/tgn/1047952"
"1504","mierlo bij eindhoven","Mierlo","1588","1588","51.45","5.6166667","NB","1",,"http://vocab.getty.edu/tgn/1047952"
"1505","mierlo bij helmond","Mierlo","1589","1589","51.45","5.6166667","NB","1",,"http://vocab.getty.edu/tgn/1047952"
"1506","Mijdrecht","Mijdrecht","1643","1643","52.2","4.8666667","UT","1",,"http://vocab.getty.edu/tgn/1047953"
"1507","mill","Mill","1536","1541","51.6833333","5.7833333","NB","2",,"http://vocab.getty.edu/tgn/1047954"
"1508","mill bij den grave","Mill","1549","1549","51.6833333","5.7833333","NB","1",,"http://vocab.getty.edu/tgn/1047954"
"1509","mill,nijmegen","Mill","1645","1645","51.6833333","5.7833333","NB","1",,"http://vocab.getty.edu/tgn/1047954"
"1510","mille","Mill","1386","1386","51.6833333","5.7833333","NB","2",,"http://vocab.getty.edu/tgn/1047954"
"1511","mindersgade","Minnertsga","1637","1637","53.25","5.6","FR","1",,"http://vocab.getty.edu/tgn/1047956"
"1512","mindersgae","Minnertsga","1646","1646","53.25","5.6","FR","1",,"http://vocab.getty.edu/tgn/1047956"
"1513","minnaem","Menaldum","1640","1640","53.2166667","5.6666667","FR","1",,"http://vocab.getty.edu/tgn/1047943"
"1514","mirlo, lnd v kessel","Mierlo","1594","1594","51.45","5.6166667","NB","1",,"http://vocab.getty.edu/tgn/1047952"
"1515","mitwolde bij groningen","Midwolda","1640","1640","53.2","7","GR","1",,"http://vocab.getty.edu/tgn/7017395"
"1516","moelenaersgraeff","Molenaarsgraaf","1600","1600","51.8833333","4.8333333","ZH","1",,"http://vocab.getty.edu/tgn/7270023"
"1517","moere, vander","Moeren","1583","1583","51.4833333","4.6","NB","2",,"http://vocab.getty.edu/tgn/7269925"
"1518","moeren","Moeren","1586","1586","51.4833333","4.6","NB","1",,"http://vocab.getty.edu/tgn/7269925"
"1519","moergestel","Moergestel","1637","1637","51.55","5.1833333","NB","1",,"http://vocab.getty.edu/tgn/1047958"
"1520","Molcqueren","Molkwerum","1641","1641","52.9","5.4","FR","1",,"http://vocab.getty.edu/tgn/7270062"
"1521","Molqueren","Molkwerum","1644","1644","52.9","5.4","FR","1",,"http://vocab.getty.edu/tgn/7270062"
"1522","monckendam","Monnickendam","1649","1651","52.4666667","5.0333333","NH","2",,"http://vocab.getty.edu/tgn/1047959"
"1523","Monickendam","Monnickendam","1587","1592","52.4666667","5.0333333","NH","14",,"http://vocab.getty.edu/tgn/1047959"
"1524","Monickendamme","Monnickendam","1550","1553","52.4666667","5.0333333","NH","2",,"http://vocab.getty.edu/tgn/1047959"
"1525","Monnickendam","Monnickendam","1591","1591","52.4666667","5.0333333","NH","1",,"http://vocab.getty.edu/tgn/1047959"
"1526","Monnickendamme","Monnickendam","1543","1543","52.4666667","5.0333333","NH","1",,"http://vocab.getty.edu/tgn/1047959"
"1527","monnikendam","Monnickendam","1593","1593","52.4666667","5.0333333","NH","1",,"http://vocab.getty.edu/tgn/1047959"
"1528","Monster","Monster","1494","1589","52.0333333","4.1833333","ZH","10",,"http://vocab.getty.edu/tgn/1047960"
"1529","Montfoort","Montfoort","1538","1652","52.05","4.95","UT","16",,"http://vocab.getty.edu/tgn/7270042"
"1530","montfort","Montfoort","1539","1593","52.05","4.95","UT","2",,"http://vocab.getty.edu/tgn/7270042"
"1531","monykedam","Monnickendam","1448","1448","52.4666667","5.0333333","NH","1",,"http://vocab.getty.edu/tgn/1047959"
"1532","moock","Mook","1646","1646","51.75","5.8833333","LI","1",,"http://vocab.getty.edu/tgn/1047961"
"1533","moordrecht","Moordrecht","1592","1648","51.9833333","4.6666667","ZH","12",,"http://vocab.getty.edu/tgn/1047962"
"1534","moort","Moordrecht","1642","1649","51.9833333","4.6666667","ZH","8",,"http://vocab.getty.edu/tgn/1047962"
"1535","moortscheveen","Maarssen","1644","1649","52.15","5.05","UT","2",,"http://vocab.getty.edu/tgn/1047927"
"1536","moortse veen","Maarssen","1637","1637","52.15","5.05","UT","1",,"http://vocab.getty.edu/tgn/1047927"
"1537","moortseveen","Maarssen","1649","1650","52.15","5.05","UT","3",,"http://vocab.getty.edu/tgn/1047927"
"1538","morra oostdongerdeel","Morra","1648","1648","53.3666667","6.1","FR","1",,"http://vocab.getty.edu/tgn/7270147"
"1539","morra uit oostdongerdeel","Morra","1648","1648","53.3666667","6.1","FR","1",,"http://vocab.getty.edu/tgn/7270147"
"1540","morte in hollant","Holland","1489","1489","52.3333333","4.8333333","0","1",,
"1541","mossell","Mossel","1492","1492","52.0666667","5.7833333","GE","1",,"http://vocab.getty.edu/tgn/7270135"
"1542","mouwick","Maurik","1496","1500","51.9666667","5.4166667","GE","2",,"http://vocab.getty.edu/tgn/7269749"
"1543","mouwyck","Maurik","1501","1501","51.9666667","5.4166667","GE","1",,"http://vocab.getty.edu/tgn/7269749"
"1544","muenen bij eindhoven","Eindhoven (omgeving)","1647","1647","51.4333333","5.4666667","NB","1",,
"1545","muiden","Muiden","1587","1587","52.3333333","5.0666667","NH","1",,"http://vocab.getty.edu/tgn/1047963"
"1546","muijden","Muiden","1555","1555","52.3333333","5.0666667","NH","1",,"http://vocab.getty.edu/tgn/1047963"
"1547","muijen","Muiden","1554","1554","52.3333333","5.0666667","NH","1",,"http://vocab.getty.edu/tgn/1047963"
"1548","mumaem","Menaldum","1642","1642","53.2166667","5.6666667","FR","1",,"http://vocab.getty.edu/tgn/1047943"
"1549","munikedam","Monnickendam","1536","1536","52.4666667","5.0333333","NH","1",,"http://vocab.getty.edu/tgn/1047959"
"1550","Munterzijl","Munnikenzijl","1650","1650","53.3","6.2666667","FR","1",,"http://vocab.getty.edu/tgn/7270097"
"1551","Muyden","Muiden","1546","1641","52.3333333","5.0666667","NH","6",,"http://vocab.getty.edu/tgn/1047963"
"1552","muye","Muiden","1542","1542","52.3333333","5.0666667","NH","2",,"http://vocab.getty.edu/tgn/1047963"
"1553","Muyen","Muiden","1542","1591","52.3333333","5.0666667","NH","2",,"http://vocab.getty.edu/tgn/1047963"
"1554","myll","Mill","1442","1492","51.6833333","5.7833333","NB","2",,"http://vocab.getty.edu/tgn/1047954"
"1555","Myrden in de Peelen","Vlierden","1544","1544","51.45","5.7666667","NB","1",,"http://vocab.getty.edu/tgn/7272644"
"1556","naaldwijk","Naaldwijk","1542","1649","52","4.2","ZH","8",,"http://vocab.getty.edu/tgn/7006807"
"1557","naarden","Naarden","1584","1641","52.3","5.15","NH","6",,"http://vocab.getty.edu/tgn/7007045"
"1558","Naerden","Naarden","1537","1649","52.3","5.15","NH","16",,"http://vocab.getty.edu/tgn/7007045"
"1559","naerssen","Maarssen","1549","1549","52.15","5.05","UT","1",,"http://vocab.getty.edu/tgn/1047927"
"1560","Nairden","Naarden","1537","1537","52.3","5.15","NH","1",,"http://vocab.getty.edu/tgn/7007045"
"1561","neck, van","Neck","1545","1545","52.5166667","4.9166667","NH","1",,"http://vocab.getty.edu/tgn/7270164"
"1562","nede","Neede","1547","1592","52.1333333","6.6166667","GE","2",,"http://vocab.getty.edu/tgn/1047971"
"1563","nederbos","Neerbosch","1593","1593","51.8333333","5.8166667","GE","1",,"http://vocab.getty.edu/tgn/7270251"
"1564","nederbosch","Neerbosch","1582","1582","51.8333333","5.8166667","GE","1",,"http://vocab.getty.edu/tgn/7270251"
"1565","nederweert","Nederweert","1541","1541","51.2833333","5.75","LI","1",,"http://vocab.getty.edu/tgn/1047970"
"1566","nederwerdt","Nederweert","1581","1581","51.2833333","5.75","LI","1",,"http://vocab.getty.edu/tgn/1047970"
"1567","nee","Neede","1540","1652","52.1333333","6.6166667","GE","7",,"http://vocab.getty.edu/tgn/1047971"
"1568","neer","Neer","1393","1393","51.2666667","5.9833333","LI","1",,"http://vocab.getty.edu/tgn/7270256"
"1569","Neer in 't Graeffschap van Hooren","Neer","1595","1595","51.2666667","5.9833333","LI","1",,"http://vocab.getty.edu/tgn/7270256"
"1570","neer rijnen","Neerijnen","1654","1654","51.8333333","5.2833333","GE","1",,"http://vocab.getty.edu/tgn/7270244"
"1571","neerden","Naarden","1438","1586","52.3","5.15","NH","2",,"http://vocab.getty.edu/tgn/7007045"
"1572","neeritter bij maaseik","Neeritter","1548","1548","51.1666667","5.8","LI","1",,"http://vocab.getty.edu/tgn/7270243"
"1573","neeritteren","Neeritter","1590","1590","51.1666667","5.8","LI","1",,"http://vocab.getty.edu/tgn/7270243"
"1574","Nichtevecht","Nichtevecht","1586","1586","52.2666667","5.0333333","UT","1",,"http://vocab.getty.edu/tgn/7267950"
"1575","niebroeck","Nijbroek","1638","1638","52.3","6.0666667","GE","1",,"http://vocab.getty.edu/tgn/7267946"
"1576","niebroick","Nijbroek","1637","1639","52.3","6.0666667","GE","2",,"http://vocab.getty.edu/tgn/7267946"
"1577","niedorp","Nieuwe-Niedorp","1541","1544","52.7333333","4.9","NH","2",,"http://vocab.getty.edu/tgn/1047978"
"1578","niega","Provincie Friesland","1644","1644","53.1666667","5.8333333","FR","1",,
"1579","Niemegen","Nijmegen","1587","1587","51.8333333","5.8666667","GE","1",,"http://vocab.getty.edu/tgn/7031832"
"1580","niemengen","Nijmegen","1638","1638","51.8333333","5.8666667","GE","1",,"http://vocab.getty.edu/tgn/7031832"
"1581","nierler","Mierlo","1388","1388","51.45","5.6166667","NB","1",,"http://vocab.getty.edu/tgn/1047952"
"1582","nierop","Nieuwe-Niedorp","1543","1593","52.7333333","4.9","NH","11",,"http://vocab.getty.edu/tgn/1047978"
"1583","nieucoop","Nieuwkoop","1644","1654","52.15","4.7833333","ZH","3",,"http://vocab.getty.edu/tgn/1047982"
"1584","nieulant","Nieuwland","1644","1644","51.9","5.0166667","ZH","1",,"http://vocab.getty.edu/tgn/7267676"
"1585","Nieumegen","Nijmegen","1587","1599","51.8333333","5.8666667","GE","4",,"http://vocab.getty.edu/tgn/7031832"
"1586","nieuw brongergae","Knijpe","1643","1643","52.9666667","5.9666667","FR","1",,"http://vocab.getty.edu/tgn/7258588"
"1587","nieuw niedorp","Nieuwe-Niedorp","1587","1587","52.7333333","4.9","NH","1",,"http://vocab.getty.edu/tgn/1047978"
"1588","Nieuwbroek bij Deventer","Nijbroek","1643","1643","52.3","6.0666667","GE","1",,"http://vocab.getty.edu/tgn/7267946"
"1589","nieuwcoop","Nieuwkoop","1639","1639","52.15","4.7833333","ZH","1",,"http://vocab.getty.edu/tgn/1047982"
"1590","nieuwe nierop","Nieuwe-Niedorp","1551","1594","52.7333333","4.9","NH","4",,"http://vocab.getty.edu/tgn/1047978"
"1591","nieuwe wetering","Nederland","1596","1596","52.5","5.75","NL","1",,
"1592","nieuwelant uit friesland","Nijland","1586","1586","53.05","5.5833333","FR","1",,"http://vocab.getty.edu/tgn/4007901"
"1593","nieuwerberch","Nieuwenberg","1589","1589","51.5666667","4.4833333","NB","1",,"http://vocab.getty.edu/tgn/7267232"
"1594","nieuwerbrugge","Nieuwerbrug","1645","1645","52.0833333","4.8166667","ZH","1",,"http://vocab.getty.edu/tgn/7267212"
"1595","nieuwersluis","Nieuwersluis","1642","1642","52.2","5.0166667","UT","1",,"http://vocab.getty.edu/tgn/5003304"
"1596","nieuwerwart","Nieuwe Vaart","1593","1593","51.6833333","4.9833333","NB","1",,"http://vocab.getty.edu/tgn/7267513"
"1597","Nieuweveen","Nieuwveen","1647","1647","52.2","4.75","ZH","1",,"http://vocab.getty.edu/tgn/7267752"
"1598","nieuwkoop","Nieuwkoop","1640","1640","52.15","4.7833333","ZH","1",,"http://vocab.getty.edu/tgn/1047982"
"1599","nieuwlandt","Nijland","1649","1649","53.05","5.5833333","FR","1",,"http://vocab.getty.edu/tgn/4007901"
"1600","nijdorp","Gemeente Niedorp","1589","1590","52.7333333","4.8833333","NH","2",,
"1601","nije schoet","Nieuweschoot","1589","1589","52.9333333","5.9333333","FR","1",,"http://vocab.getty.edu/tgn/7267317"
"1602","nijebroick","Nijbroek","1596","1596","52.3","6.0666667","GE","1",,"http://vocab.getty.edu/tgn/7267946"
"1603","nijedorp","Gemeente Niedorp","1590","1590","52.7333333","4.8833333","NH","1",,
"1604","nijenbroick","Nijbroek","1498","1498","52.3","6.0666667","GE","1",,"http://vocab.getty.edu/tgn/7267946"
"1605","nijerss","Niersen","1582","1582","52.2833333","5.9","GE","1",,"http://vocab.getty.edu/tgn/7270312"
"1606","nijeveen","Nijeveen","1645","1645","52.7333333","6.1666667","DR","1",,"http://vocab.getty.edu/tgn/7267919"
"1607","nijfterick","Niftrik","1654","1654","51.8","5.6666667","GE","1",,"http://vocab.getty.edu/tgn/7267952"
"1608","nijmegen","Nijmegen","1536","1654","51.8333333","5.8666667","GE","51",,"http://vocab.getty.edu/tgn/7031832"
"1609","nijmegen in gelderland","Nijmegen","1549","1549","51.8333333","5.8666667","GE","1",,"http://vocab.getty.edu/tgn/7031832"
"1610","nijmegen,soelen","Nijmegen","1639","1639","51.8333333","5.8666667","GE","1",,"http://vocab.getty.edu/tgn/7031832"
"1611","Nijmmegen","Nijmegen","1548","1548","51.8333333","5.8666667","GE","1",,"http://vocab.getty.edu/tgn/7031832"
"1612","Nimegen","Nijmegen","1643","1644","51.8333333","5.8666667","GE","2",,"http://vocab.getty.edu/tgn/7031832"
"1613","Nimmagen","Nijmegen","1554","1554","51.8333333","5.8666667","GE","1",,"http://vocab.getty.edu/tgn/7031832"
"1614","Nimmegemn","Nijmegen","1590","1590","51.8333333","5.8666667","GE","1",,"http://vocab.getty.edu/tgn/7031832"
"1615","Nimmegen","Nijmegen","1549","1650","51.8333333","5.8666667","GE","11",,"http://vocab.getty.edu/tgn/7031832"
"1616","Nimmeghen","Nijmegen","1649","1649","51.8333333","5.8666667","GE","1",,"http://vocab.getty.edu/tgn/7031832"
"1617","nimwegen","Nijmegen","1641","1641","51.8333333","5.8666667","GE","1",,"http://vocab.getty.edu/tgn/7031832"
"1618","nispen","Nispen","1600","1648","51.4833333","4.4666667","NB","3",,"http://vocab.getty.edu/tgn/1047987"
"1619","niulande","Nijland","1652","1652","53.05","5.5833333","FR","1",,"http://vocab.getty.edu/tgn/4007901"
"1620","Niumegen","Nijmegen","1586","1593","51.8333333","5.8666667","GE","2",,"http://vocab.getty.edu/tgn/7031832"
"1621","noerdthoorn","Noordhorn","1591","1591","53.2666667","6.4","GR","1",,"http://vocab.getty.edu/tgn/1047990"
"1622","noord-holland","Provincie Noord-Holland","1593","1593","52.5833333","4.9166667","NH","1",,
"1623","noordeloos","Noordeloos","1583","1583","51.9","4.95","ZH","1",,"http://vocab.getty.edu/tgn/7268374"
"1624","noordwijk","Noordwijk-Binnen","1552","1648","52.2333333","4.45","ZH","5",,"http://vocab.getty.edu/tgn/1047992"
"1625","noordwijkerhout","Noordwijkerhout","1584","1584","52.2666667","4.5","ZH","1",,"http://vocab.getty.edu/tgn/7006817"
"1626","noortbevelant","Noord Beveland","1537","1548","51.5666667","3.8","ZE","6",,
"1627","Noortwijck","Noordwijk-Binnen","1643","1643","52.2333333","4.45","ZH","1",,"http://vocab.getty.edu/tgn/1047992"
"1628","nootdorp","Nootdorp","1552","1645","52.0333333","4.4","ZH","5",,"http://vocab.getty.edu/tgn/7269110"
"1629","nort","Noord","1588","1588","51.65","5.8","NB","1",,"http://vocab.getty.edu/tgn/7268408"
"1630","notorp","Nootdorp","1591","1592","52.0333333","4.4","ZH","2",,"http://vocab.getty.edu/tgn/7269110"
"1631","nulde","Strand Nulde","1651","1651","52.2666667","5.5333333","GE","1",,
"1632","nunen uit brabant","Nuenen","1587","1587","51.4666667","5.55","NB","1",,"http://vocab.getty.edu/tgn/7006835"
"1633","nunspeet","Nunspeet","1593","1648","52.3833333","5.8","GE","3",,"http://vocab.getty.edu/tgn/1047998"
"1634","nydecken","Nieuw-Dijk","1538","1538","51.9333333","6.15","GE","1",,"http://vocab.getty.edu/tgn/7270287"
"1635","nyehascka","Nijehaske","1588","1588","52.9666667","5.9","FR","1",,"http://vocab.getty.edu/tgn/7267938"
"1636","nyenbroecke","Nijbroek","1498","1498","52.3","6.0666667","GE","1",,"http://vocab.getty.edu/tgn/7267946"
"1637","Nyeuwebrouck in 't Overstichte","Nijbroek","1551","1551","52.3","6.0666667","GE","1",,"http://vocab.getty.edu/tgn/7267946"
"1638","nyeuwelande","Nieuw-en Sint Joosland","1548","1548","51.4833333","3.65","ZE","1",,
"1639","nyeuwpoort by schoonhove","Nieuwpoort","1582","1582","51.9333333","4.8666667","ZH","1",,"http://vocab.getty.edu/tgn/7267775"
"1640","nyewall","Nieuwaal","1448","1448","51.8","5.1833333","GE","1",,"http://vocab.getty.edu/tgn/7270308"
"1641","nyhebrouk","Nijbroek","1544","1544","52.3","6.0666667","GE","1",,"http://vocab.getty.edu/tgn/7267946"
"1642","nyholterpole","Nijeholtpade","1598","1598","52.9166667","6.0833333","FR","1",,"http://vocab.getty.edu/tgn/7267936"
"1643","nylandt","Nijland","1599","1599","53.05","5.5833333","FR","1",,"http://vocab.getty.edu/tgn/4007901"
