"id","kloeke_nieuw","kloeke_uri","naam","kloeke_oud","sameConceptAs","ligt_in_uri","lat","lon"
"474","C155p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C155p","Zuidlaren","C 155","http://sws.geonames.org/2743680","http://vocab.getty.edu/tgn/7003614","53.0923834017","6.68415457843"
"475","C156a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C156a","Tripscompagnie","C 156a","http://sws.geonames.org/2746152","http://vocab.getty.edu/tgn/7003613","53.1208441331","6.83781501587"
"476","C156g","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C156g","Borgercompagnie","C 156az","http://sws.geonames.org/2758618","http://vocab.getty.edu/tgn/7003613","53.1075808532","6.82649909957"
"477","C156p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C156p","Muntendam","C 156","http://sws.geonames.org/2750535","http://vocab.getty.edu/tgn/7003613","53.133806709","6.87348579432"
"478","C157p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C157p","Meeden","C 157","http://sws.geonames.org/2751068","http://vocab.getty.edu/tgn/7003613","53.136803227","6.9321569596"
"479","C157q","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C157q","Westerlee","C 157x","http://sws.geonames.org/2744715","http://vocab.getty.edu/tgn/7003613","53.1387795914","6.9721320835"
"480","C158p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C158p","Heiligerlee","C 158","http://sws.geonames.org/2754519","http://vocab.getty.edu/tgn/7003613","53.148514348","6.98958994017"
"481","C159p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C159p","Veendam","C 159","http://sws.geonames.org/2745783","http://vocab.getty.edu/tgn/7003613","53.1089278798","6.87004932957"
"482","C159q","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C159q","Zuidwending","C 159x","http://sws.geonames.org/2743643","http://vocab.getty.edu/tgn/7003613","53.0956561945","6.93379706289"
"483","C160p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C160p","Ommelanderwijk","C 160","http://sws.geonames.org/2749615","http://vocab.getty.edu/tgn/7003613","53.0835211454","6.90800460128"
"484","C161p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C161p","Winschoten","C 161","http://sws.geonames.org/2744344","http://vocab.getty.edu/tgn/7003613","53.1406939498","7.03802603905"
"485","C162a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C162a","Klein-Ulsda","C 162a","http://sws.geonames.org/2752670","http://vocab.getty.edu/tgn/7003613","53.1520333817","7.1602759609"
"486","C162p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C162p","Oudeschans","C 162","http://sws.geonames.org/2749010","http://vocab.getty.edu/tgn/7003613","53.1364347316","7.1404626441"
"487","C163a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C163a","Wedderveer","C 163a","http://sws.geonames.org/2744940","http://vocab.getty.edu/tgn/7003613","53.081930839","7.07304658832"
"488","C163h","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C163h","Hoorn","C 163ax","http://sws.geonames.org/2753637","http://vocab.getty.edu/tgn/7003613","53.0817297601","7.04302206122"
"489","C163p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C163p","Oude Pekela","C 163","http://sws.geonames.org/2749034","http://vocab.getty.edu/tgn/7003613","53.1102939058","7.00475631309"
"490","C164p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C164p","Blijham","C 164","http://sws.geonames.org/2758815","http://vocab.getty.edu/tgn/7003613","53.1084901915","7.09013467464"
"491","C165p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C165p","Bellingwolde","C 165","http://sws.geonames.org/2759247","http://vocab.getty.edu/tgn/7003613","53.1173222402","7.16819301851"
"492","C175p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C175p","Een","C 175","http://sws.geonames.org/2756380","http://vocab.getty.edu/tgn/7003614","53.0877269081","6.39053878951"
"493","C176a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C176a","Veenhuizen","C 176a","http://sws.geonames.org/2745764","http://vocab.getty.edu/tgn/7003614","53.0321636169","6.4032094424"
"494","C176b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C176b","Zuidvelde","C 176b","http://sws.geonames.org/2743649","http://vocab.getty.edu/tgn/7003614","53.0431714376","6.46293305247"
"495","C176p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C176p","Norg","C 176","http://sws.geonames.org/2749796","http://vocab.getty.edu/tgn/7003614","53.0687009998","6.46511715155"
"496","C176q","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C176q","Westervelde","C 176x","http://sws.geonames.org/2744679","http://vocab.getty.edu/tgn/7003614","53.0538985173","6.4471650216"
"497","C177a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C177a","Tynaarlo","C 177a","http://sws.geonames.org/2746038","http://vocab.getty.edu/tgn/7003614","53.076899878","6.61590993945"
"498","C177p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C177p","Vries","C 177","http://sws.geonames.org/2745189","http://vocab.getty.edu/tgn/7003614","53.0756912405","6.58171734252"
"499","C178p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C178p","Zeegse","C 178","http://sws.geonames.org/2744021","http://vocab.getty.edu/tgn/7003614","53.0662503697","6.65129649048"
"500","C179a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C179a","Ter Aard","C 179a","http://sws.geonames.org/2746476","http://vocab.getty.edu/tgn/7003614","53.0264642977","6.55038892562"
"501","C179b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C179b","Peest","C 179b","http://sws.geonames.org/2748678","http://vocab.getty.edu/tgn/7003614","53.0595048608","6.51609908039"
"502","C179p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C179p","Zeijen","C 179","http://sws.geonames.org/2743985","http://vocab.getty.edu/tgn/7003614","53.0492153199","6.54892497724"
"503","C180a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C180a","Loon","C 180a","http://sws.geonames.org/2751459","http://vocab.getty.edu/tgn/7003614","53.0145494331","6.61930415369"
"504","C180p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C180p","Oudemolen","C 180","http://sws.geonames.org/2749055","http://vocab.getty.edu/tgn/7003614","53.0485899812","6.64199849776"
"505","C180q","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C180q","Peelo","C 180x",,"http://vocab.getty.edu/tgn/7003614","53.014683072","6.57591358968"
"506","C180z","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C180z","Taarlo","C 180z","http://sws.geonames.org/2746534","http://vocab.getty.edu/tgn/7003614","53.0334658978","6.62811447418"
"507","C181a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C181a","Annerveensche Kanaal","C 181a","http://sws.geonames.org/2759724","http://vocab.getty.edu/tgn/7003614","53.0735915746","6.80312239378"
"508","C181b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C181b","Eexterveen","C 181az","http://sws.geonames.org/2756314","http://vocab.getty.edu/tgn/7003614","53.056761669","6.80361793271"
"509","C181g","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C181g","Bonnen","C 181g","http://sws.geonames.org/2758656","http://vocab.getty.edu/tgn/7003614","53.0535831296","6.80867516079"
"510","C181p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C181p","Spijkerboor","C 181","http://sws.geonames.org/2746929","http://vocab.getty.edu/tgn/7003614","53.0726338769","6.77826044951"
"511","C182a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C182a","Schipborg","C 182a","http://sws.geonames.org/2747545","http://vocab.getty.edu/tgn/7003614","53.0672622166","6.67357182656"
"512","C182p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C182p","Annen","C 182","http://sws.geonames.org/2759729","http://vocab.getty.edu/tgn/7003614","53.0525582288","6.7357204568"
"513","C183p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C183p","Anloo","C 183","http://sws.geonames.org/2759746","http://vocab.getty.edu/tgn/7003614","53.0416802568","6.70539590387"
"514","C183z","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C183z","Gasteren","C 183z","http://sws.geonames.org/2755707","http://vocab.getty.edu/tgn/7003614","53.0365171666","6.66438697432"
"515","C184a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C184a","Anderen","C 184a","http://sws.geonames.org/2759778","http://vocab.getty.edu/tgn/7003614","53.0066331255","6.69038795161"
"516","C184p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C184p","Eext","C 184","http://sws.geonames.org/2756317","http://vocab.getty.edu/tgn/7003614","53.0169625622","6.74185944117"
"517","C184q","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C184q","Eexterzandvoort","C 184x","http://sws.geonames.org/2756311","http://vocab.getty.edu/tgn/7003614","53.0307138225","6.79242302707"
"518","C185p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C185p","Gieten","C 185","http://sws.geonames.org/2755527","http://vocab.getty.edu/tgn/7003614","53.0044730854","6.77143206329"
"519","C186p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C186p","Wildervank","C 186","http://sws.geonames.org/2744431","http://vocab.getty.edu/tgn/7003613","53.07283481","6.86571251525"
"520","C187a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C187a","Alteveer","C 187a","http://sws.geonames.org/2759862","http://vocab.getty.edu/tgn/7003613","53.056832673","6.99500790309"
"521","C187p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C187p","Nieuwe Pekela","C 187","http://sws.geonames.org/2750272","http://vocab.getty.edu/tgn/7003613","53.0608175458","6.95272635995"
"522","C188a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C188a","Nieuwediep","C 188a","http://sws.geonames.org/2750335","http://vocab.getty.edu/tgn/7003614","53.0389114996","6.86248567447"
"523","C188p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C188p","Gieterveen","C 188","http://sws.geonames.org/2755520","http://vocab.getty.edu/tgn/7003614","53.0257258803","6.84498532773"
"524","C188z","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C188z","Bonnerveen","C 188z","http://sws.geonames.org/2758655","http://vocab.getty.edu/tgn/7003614","53.011371579","6.84657551086"
"525","C189a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C189a","Vledderveen","C 189a","http://sws.geonames.org/2745439","http://vocab.getty.edu/tgn/7003613","52.9817692203","7.01546607792"
"526","C189p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C189p","Stadskanaal","C 189","http://sws.geonames.org/2746860","http://vocab.getty.edu/tgn/7003613","52.9941903453","6.94877973537"
"527","C189q","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C189q","Ter Maarsch","C 189x","http://sws.geonames.org/2746430","http://vocab.getty.edu/tgn/7003613","53.0100626937","6.99688495858"
"528","C190a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C190a","Holte","C 190a","http://sws.geonames.org/2753875","http://vocab.getty.edu/tgn/7003613","53.0591432912","7.05406583165"
"529","C190p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C190p","Wedde","C 190","http://sws.geonames.org/2744944","http://vocab.getty.edu/tgn/7003613","53.0653052576","7.08120429404"
"530","C191p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C191p","Vriescheloo","C 191","http://sws.geonames.org/2745187","http://vocab.getty.edu/tgn/7003613","53.0736575282","7.12861431567"
"531","C191z","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C191z","Veelerveen","C 191z","http://sws.geonames.org/2745787","http://vocab.getty.edu/tgn/7003613","53.0527722436","7.15053972388"
"532","C192a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C192a","Tange","C 192a","http://sws.geonames.org/2746522","http://vocab.getty.edu/tgn/7003613","53.0503348661","7.01493290554"
"533","C192p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C192p","Onstwedde","C 192","http://sws.geonames.org/2749577","http://vocab.getty.edu/tgn/7003613","53.0350878928","7.03556407776"
"534","C192z","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C192z","Barlage","C 192z","http://sws.geonames.org/2759413","http://vocab.getty.edu/tgn/7003613","53.0166571965","7.06121550905"
"535","C193a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C193a","Veele","C 193a","http://sws.geonames.org/2745788","http://vocab.getty.edu/tgn/7003613","53.0413339504","7.10146040203"
"536","C193h","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C193h","Schefert","C 193ax",,"http://vocab.getty.edu/tgn/7003613","53.0361768638","7.13486598532"
"537","C193p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C193p","Vlagtwedde","C 193","http://sws.geonames.org/2745461","http://vocab.getty.edu/tgn/7003613","53.0264838514","7.11534995477"
"538","C199p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=C199p","Bourtange","C 199","http://sws.geonames.org/2758514","http://vocab.getty.edu/tgn/7003613","53.0082326431","7.19059196895"
"539","D001p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=D001p","Scheveningen","D 001","http://sws.geonames.org/2747599","http://vocab.getty.edu/tgn/7003632","52.1048661897","4.2729650649"
"540","D002p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=D002p","S-Gravenzande","D 002","http://sws.geonames.org/2747364","http://vocab.getty.edu/tgn/7003632","51.9992452228","4.15034868143"
"541","D003a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=D003a","Ter Heijde","D 003a","http://sws.geonames.org/2746457","http://vocab.getty.edu/tgn/7003632","52.0334937594","4.17719618958"
"542","D003p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=D003p","Monster","D 003","http://sws.geonames.org/2750630","http://vocab.getty.edu/tgn/7003632","52.0212763386","4.17095494726"
"543","D004p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=D004p","Loosduinen","D 004","http://sws.geonames.org/2751442","http://vocab.getty.edu/tgn/7003632","52.0527489024","4.23279599482"
"544","D005p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=D005p","s-Gravenhage","D 005","http://sws.geonames.org/2747373","http://vocab.getty.edu/tgn/7003632","52.0785953989","4.29637795147"
"545","D006a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=D006a","Kwintsheul","D 006a","http://sws.geonames.org/2752130","http://vocab.getty.edu/tgn/7003632","52.0174445808","4.25542785826"
"546","D006g","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=D006g","Honselersdijk","D 006az","http://sws.geonames.org/2753806","http://vocab.getty.edu/tgn/7003632","52.0030763206","4.22095295625"
"547","D006p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=D006p","Wateringen","D 006","http://sws.geonames.org/2744973","http://vocab.getty.edu/tgn/7003632","52.0222576554","4.26996412671"
"548","D006z","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=D006z","Den Hoorn","D 006z","http://sws.geonames.org/2757215","http://vocab.getty.edu/tgn/7003632","52.0034363733","4.32446653309"
"549","E000p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=E000p","Blokker","E 000","http://sws.geonames.org/2744770","http://vocab.getty.edu/tgn/7006951","52.6566537962","5.10204762396"
"550","E001p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=E001p","Huisduinen","E 001","http://sws.geonames.org/2753510","http://vocab.getty.edu/tgn/7006951","52.9473873318","4.72148269749"
"551","E002p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=E002p","Den Helder","E 002","http://sws.geonames.org/2757220","http://vocab.getty.edu/tgn/7006951","52.953118793","4.74410174902"
"552","E003a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=E003a","Den Oever","E 003a","http://sws.geonames.org/2757194","http://vocab.getty.edu/tgn/7006951","52.9325039843","5.02960257639"
"553","E003p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=E003p","Oosterland","E 003","http://sws.geonames.org/2749439","http://vocab.getty.edu/tgn/7006951","52.9265226668","5.00747977729"
"554","E004p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=E004p","Hippolytushoef","E 004","http://sws.geonames.org/2754050","http://vocab.getty.edu/tgn/7006951","52.9039239777","4.96024924612"
"555","E005p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=E005p","Westerland","E 005","http://sws.geonames.org/2744720","http://vocab.getty.edu/tgn/7006951","52.886325322","4.91870333281"
"556","E006a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=E006a","Breezand","E 006a","http://sws.geonames.org/2758360","http://vocab.getty.edu/tgn/7006951","52.8885695612","4.79296864064"
"557","E006b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=E006b","Anna Paulowna","E 006b","http://sws.geonames.org/2759737","http://vocab.getty.edu/tgn/7006951","52.8572837662","4.83149149652"
"558","E006c","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=E006c","t Zand","E 006c",,"http://vocab.getty.edu/tgn/7006951","52.8325870586","4.75204715375"
"559","E006d","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=E006d","Tweewegen","E 006d",,"http://vocab.getty.edu/tgn/7006951","52.8340434997","4.85906105175"
"560","E006e","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=E006e","School Oostpolder","E 006e",,"http://vocab.getty.edu/tgn/7006951","52.855273622","4.87011753069"
"561","E006h","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=E006h","School Oostpolder","E 006e",,"http://vocab.getty.edu/tgn/7006951","52.8989242349","4.74644568069"
"562","E006p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=E006p","Callantsoog","E 006","http://sws.geonames.org/2758027","http://vocab.getty.edu/tgn/7006951","52.8356809716","4.69282093615"
