"id","kloeke_nieuw","kloeke_uri","naam","kloeke_oud","sameConceptAs","ligt_in_uri","lat","lon"
"4132","P211p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=P211p","Waasmont","P 211",,"http://vocab.getty.edu/tgn/1000063","50.7350851657","5.07461340749"
"4133","P212p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=P212p","Walshoutem","P 212",,"http://vocab.getty.edu/tgn/1000063","50.7254911212","5.10120184183"
"4134","P213p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=P213p","Niel-Bij-Sint-Truiden","P 213",,"http://vocab.getty.edu/tgn/1000063","50.7468015819","5.15215951909"
"4135","P214p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=P214p","Montenaken","P 214",,"http://vocab.getty.edu/tgn/1000063","50.7277617405","5.13850449814"
"4136","P215p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=P215p","Kortijs","P 215",,"http://vocab.getty.edu/tgn/1000063","50.712218912","5.15969585753"
"4137","P216p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=P216p","Cras-Avernas","P 216",,"http://vocab.getty.edu/tgn/1000063","50.702497609","5.13177464903"
"4138","P218p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=P218p","Borlo","P 218",,"http://vocab.getty.edu/tgn/1000063","50.7462431278","5.18998959629"
"4139","P219a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=P219a","Heiselt","P 219a",,"http://vocab.getty.edu/tgn/1000063","50.7385284672","5.2361865062"
"4140","P219p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=P219p","Jeuk","P 219",,"http://vocab.getty.edu/tgn/1000063","50.7434887328","5.22193292297"
"4141","P220p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=P220p","Mechelen-Bovelingen","P 220",,"http://vocab.getty.edu/tgn/1000063","50.7469756353","5.26466452092"
"4142","P221p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=P221p","Batsheers","P 221",,"http://vocab.getty.edu/tgn/1000063","50.7457453566","5.28431784533"
"4143","P222p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=P222p","Opheers","P 222",,"http://vocab.getty.edu/tgn/1000063","50.7460761178","5.30444902674"
"4144","P223p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=P223p","Rukkelingen-Loon","P 223",,"http://vocab.getty.edu/tgn/1000063","50.7341872765","5.25880603716"
"4145","P224p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=P224p","Boekhout","P 224",,"http://vocab.getty.edu/tgn/1000063","50.7528551992","5.23516230406"
"4146","P225p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=P225p","Korsworm","P 225",,"http://vocab.getty.edu/tgn/1000063","50.7122256378","5.16313601319"
"4147","P226p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=P226p","Roost Krenwik","P 226",,"http://vocab.getty.edu/tgn/1000063","50.7132204011","5.19651449285"
"4148","P227p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=P227p","Vorsen","P 227",,"http://vocab.getty.edu/tgn/1000063","50.7097651668","5.1788473039"
"4149","P228p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=P228p","Bettenhoven","P 228",,"http://vocab.getty.edu/tgn/1000063","50.714849533","5.24117609868"
"4150","P229p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=P229p","Borgworm","P 229",,"http://vocab.getty.edu/tgn/1000063","50.7030303079","5.26526134935"
"4151","Q001a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q001a","Oud-Winterslag","Q 001a",,"http://vocab.getty.edu/tgn/1000063","50.9962979789","5.50010112401"
"4152","Q001b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q001b","Donk","Q 001b",,"http://vocab.getty.edu/tgn/1000063","50.9891756157","5.35488674887"
"4153","Q001p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q001p","Zonhoven","Q 001",,"http://vocab.getty.edu/tgn/1000063","50.9929186963","5.37414084876"
"4154","Q002a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q002a","Godschei","Q 002a",,"http://vocab.getty.edu/tgn/1000063","50.9480468169","5.39832894551"
"4155","Q002b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q002b","Kiewit","Q 002b",,"http://vocab.getty.edu/tgn/1000063","50.9670564241","5.36428311224"
"4156","Q002c","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q002c","Bokrijk","Q 002c",,"http://vocab.getty.edu/tgn/1000063","50.9583208727","5.43436804338"
"4157","Q002p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q002p","Hasselt","Q 002",,"http://vocab.getty.edu/tgn/1000063","50.9305833514","5.344572488"
"4158","Q003a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q003a","Oud-Waterschei","Q 003a",,"http://vocab.getty.edu/tgn/1000063","51.0046272215","5.56681062083"
"4159","Q003p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q003p","Genk","Q 003",,"http://vocab.getty.edu/tgn/1000063","50.9679207966","5.51681522288"
"4160","Q004p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q004p","Gelieren Bret","Q 004",,"http://vocab.getty.edu/tgn/1000063","50.9797220412","5.54646566692"
"4161","Q005p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q005p","Zutendaal","Q 005",,"http://vocab.getty.edu/tgn/1000063","50.9413278201","5.58875889508"
"4162","Q006p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q006p","Leut","Q 006",,"http://vocab.getty.edu/tgn/1000063","50.9967348335","5.74509092939"
"4163","Q007p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q007p","Eisden","Q 007",,"http://vocab.getty.edu/tgn/1000063","50.993077712","5.71740210061"
"4164","Q008p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q008p","Vucht","Q 008",,"http://vocab.getty.edu/tgn/1000063","50.9812221614","5.72027910378"
"4165","Q009p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q009p","Maasmechelen","Q 009",,"http://vocab.getty.edu/tgn/1000063","50.9672291781","5.70981483914"
"4166","Q010p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q010p","Opgrimbie","Q 010",,"http://vocab.getty.edu/tgn/1000063","50.9432891298","5.69089523761"
"4167","Q011p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q011p","Boorsem","Q 011",,"http://vocab.getty.edu/tgn/1000063","50.9478631398","5.72693975158"
"4168","Q012p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q012p","Rekem","Q 012",,"http://vocab.getty.edu/tgn/1000063","50.9301419068","5.70955589543"
"4169","Q013p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q013p","Uikhoven","Q 013",,"http://vocab.getty.edu/tgn/1000063","50.9300705712","5.73421957719"
"4170","Q014p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q014p","Urmond","Q 014","http://sws.geonames.org/2745926","http://vocab.getty.edu/tgn/7003622","50.9969672397","5.7707755685"
"4171","Q015a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q015a","Meers","Q 015a","http://sws.geonames.org/2751040","http://vocab.getty.edu/tgn/7003622","50.9665136262","5.74237971928"
"4172","Q015b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q015b","Kerensheide","Q 015b",,"http://vocab.getty.edu/tgn/7003622","50.9747701707","5.79033873973"
"4173","Q015p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q015p","Stein","Q 015","http://sws.geonames.org/2746748","http://vocab.getty.edu/tgn/7003622","50.9767166354","5.76764570279"
"4174","Q016p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q016p","Lutterade","Q 016",,"http://vocab.getty.edu/tgn/7003622","50.9814936208","5.82743509681"
"4175","Q016q","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q016q","Krawinkel","Q 016x","http://sws.geonames.org/2752293","http://vocab.getty.edu/tgn/7003622","50.9649894095","5.82283650455"
"4176","Q017p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q017p","Elsloo","Q 017","http://sws.geonames.org/2756169","http://vocab.getty.edu/tgn/7003622","50.9520935455","5.76842477961"
"4177","Q018a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q018a","Moorveld Waalsen","Q 018a","http://sws.geonames.org/2750609","http://vocab.getty.edu/tgn/7003622","50.9196934565","5.76421843392"
"4178","Q018p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q018p","Geulle","Q 018","http://sws.geonames.org/2755557","http://vocab.getty.edu/tgn/7003622","50.9334604829","5.74854107731"
"4179","Q019a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q019a","Neerbeek","Q 019a","http://sws.geonames.org/2750452","http://vocab.getty.edu/tgn/7003622","50.9534081139","5.83554950837"
"4180","Q019b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q019b","Grootgenout","Q 019b","http://sws.geonames.org/2755130","http://vocab.getty.edu/tgn/7003622","50.9269640223","5.82345946147"
"4181","Q019p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q019p","Beek","Q 019","http://sws.geonames.org/2759350","http://vocab.getty.edu/tgn/7003622","50.9471980519","5.83055169912"
"4182","Q019z","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q019z","Geverik Kelmond","Q 019z","http://sws.geonames.org/2755551","http://vocab.getty.edu/tgn/7003622","50.9347309032","5.83043208684"
"4183","Q020p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q020p","Sittard","Q 020","http://sws.geonames.org/2747203","http://vocab.getty.edu/tgn/7003622","51.0068477244","5.87757228565"
"4184","Q021p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q021p","Geleen","Q 021","http://sws.geonames.org/2755616","http://vocab.getty.edu/tgn/7003622","50.9789121556","5.84864080871"
"4185","Q022p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q022p","Munstergeleen","Q 022","http://sws.geonames.org/2750539","http://vocab.getty.edu/tgn/7003622","50.9816114472","5.87434223404"
"4186","Q027p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q027p","Doenrade","Q 027","http://sws.geonames.org/2756774","http://vocab.getty.edu/tgn/7003622","50.9739556876","5.91473868748"
"4187","Q028p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q028p","Jabeek","Q 028","http://sws.geonames.org/2753293","http://vocab.getty.edu/tgn/7003622","50.9887546741","5.94849076839"
"4188","Q029p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q029p","Bingelrade","Q 029","http://sws.geonames.org/2758922","http://vocab.getty.edu/tgn/7003622","50.9731584579","5.95225910858"
"4189","Q030p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q030p","Schinveld","Q 030","http://sws.geonames.org/2747550","http://vocab.getty.edu/tgn/7003622","50.9742417637","5.9853464842"
"4190","Q031p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q031p","Spaubeek","Q 031","http://sws.geonames.org/2746964","http://vocab.getty.edu/tgn/7003622","50.9415276255","5.84628978106"
"4191","Q032a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q032a","Puth","Q 032a","http://sws.geonames.org/2748403","http://vocab.getty.edu/tgn/7003622","50.9638438783","5.87563515333"
"4192","Q032b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q032b","Sweikhuizeh","Q 032b","http://sws.geonames.org/2746545","http://vocab.getty.edu/tgn/7003622","50.9573677616","5.85928482448"
"4193","Q032p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q032p","Schinnen","Q 032","http://sws.geonames.org/2747553","http://vocab.getty.edu/tgn/7003622","50.9447374027","5.89762960892"
"4194","Q032q","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q032q","Thull","Q 032x","http://sws.geonames.org/2746337","http://vocab.getty.edu/tgn/7003622","50.9419154835","5.90155372006"
"4195","Q033p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q033p","Oirsbeek","Q 033","http://sws.geonames.org/2749685","http://vocab.getty.edu/tgn/7003622","50.9589875451","5.91704422805"
"4196","Q034p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q034p","Merkelbeek","Q 034","http://sws.geonames.org/2750938","http://vocab.getty.edu/tgn/7003622","50.9585049418","5.95256373102"
"4197","Q035a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q035a","Rumpen","Q 035a",,"http://vocab.getty.edu/tgn/7003622","50.9459588394","5.97018215661"
"4198","Q035p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q035p","Brunssum","Q 035","http://sws.geonames.org/2758174","http://vocab.getty.edu/tgn/7003622","50.9508908888","5.97960805735"
"4199","Q036a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q036a","Aalbeek","Q 036a","http://sws.geonames.org/2760145","http://vocab.getty.edu/tgn/7003622","50.9019274258","5.85181026348"
"4200","Q036p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q036p","Nuth","Q 036","http://sws.geonames.org/2749753","http://vocab.getty.edu/tgn/7003622","50.926084356","5.88756724893"
"4201","Q037p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q037p","Vaesrade","Q 037","http://sws.geonames.org/2745888","http://vocab.getty.edu/tgn/7003622","50.9353253814","5.91183662531"
"4202","Q038p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q038p","Amstenrade","Q 038","http://sws.geonames.org/2759796","http://vocab.getty.edu/tgn/7003622","50.944563665","5.93561772283"
"4203","Q039a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q039a","Treebeek","Q 039a",,"http://vocab.getty.edu/tgn/7003622","50.9345459478","5.94585494677"
"4204","Q039p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q039p","Hoensbroek","Q 039","http://sws.geonames.org/2753996","http://vocab.getty.edu/tgn/7003622","50.9280728066","5.93098435202"
"4205","Q071p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q071p","Diepenbeek","Q 071",,"http://vocab.getty.edu/tgn/1000063","50.9087661011","5.43332213414"
"4206","Q072a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q072a","Rapertingen","Q 072a",,"http://vocab.getty.edu/tgn/1000063","50.9106538819","5.38155704266"
"4207","Q072b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q072b","Schoonbeek","Q 072b",,"http://vocab.getty.edu/tgn/1000063","50.9137042051","5.5048188761"
"4208","Q072p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q072p","Beverst","Q 072",,"http://vocab.getty.edu/tgn/1000063","50.8953392903","5.48653673355"
"4209","Q073p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q073p","Wimmertingen","Q 073",,"http://vocab.getty.edu/tgn/1000063","50.8907051595","5.36184782784"
"4210","Q074p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q074p","Kortessem","Q 074",,"http://vocab.getty.edu/tgn/1000063","50.867327384","5.3997865317"
"4211","Q075p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q075p","Vliermaalroot","Q 075",,"http://vocab.getty.edu/tgn/1000063","50.87199093","5.43821483253"
"4212","Q076p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q076p","Romershoven","Q 076",,"http://vocab.getty.edu/tgn/1000063","50.8648068455","5.47219640055"
"4213","Q077a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q077a","Alt-Hoeselt","Q 077a",,"http://vocab.getty.edu/tgn/1000063","50.8414085722","5.50365556807"
"4214","Q077b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q077b","Nederstraat","Q 077b",,"http://vocab.getty.edu/tgn/1000063","50.8697883408","5.48156682071"
"4215","Q077p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q077p","Hoeselt","Q 077",,"http://vocab.getty.edu/tgn/1000063","50.8526230095","5.5071343887"
"4216","Q078a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q078a"," ","Q 078a",,"http://vocab.getty.edu/tgn/1000063","50.8526735676","5.33478910753"
"4217","Q078p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q078p","Wellen","Q 078",,"http://vocab.getty.edu/tgn/1000063","50.8508089808","5.3475990942"
"4218","Q079a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q079a","Wintershoven","Q 079a",,"http://vocab.getty.edu/tgn/1000063","50.8589077288","5.42688145755"
"4219","Q079p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q079p","Guigoven","Q 079",,"http://vocab.getty.edu/tgn/1000063","50.8470734433","5.41308475065"
"4220","Q080p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q080p","Vliermaal","Q 080",,"http://vocab.getty.edu/tgn/1000063","50.8517385618","5.43966923485"
"4221","Q081a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q081a","Heesveld-Eik","Q 081a",,"http://vocab.getty.edu/tgn/1000063","50.8946914463","5.50624863075"
"4222","Q081p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q081p","Schalkhoven","Q 081",,"http://vocab.getty.edu/tgn/1000063","50.8492261878","5.46379038948"
"4223","Q082p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q082p","Munsterbilzen","Q 082",,"http://vocab.getty.edu/tgn/1000063","50.8959021397","5.5392834027"
"4224","Q083p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q083p","Bilzen","Q 083",,"http://vocab.getty.edu/tgn/1000063","50.8744356236","5.51014594229"
"4225","Q084p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q084p","Waltwilder","Q 084",,"http://vocab.getty.edu/tgn/1000063","50.8721971086","5.55348250594"
"4226","Q085p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q085p","Hoelbeek","Q 085",,"http://vocab.getty.edu/tgn/1000063","50.8771620959","5.56927071516"
"4227","Q086p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q086p","Eigenbilzen","Q 086",,"http://vocab.getty.edu/tgn/1000063","50.8802535874","5.5860346901"
"4228","Q087p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q087p","Gellik","Q 087",,"http://vocab.getty.edu/tgn/1000063","50.8892287236","5.61760804064"
"4229","Q088a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q088a","Pietersem","Q 088a",,"http://vocab.getty.edu/tgn/1000063","50.8959831509","5.66495790882"
"4230","Q088p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q088p","Lanaken","Q 088",,"http://vocab.getty.edu/tgn/1000063","50.8972318352","5.66151146947"
"4231","Q089p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q089p","Martenslinde","Q 089",,"http://vocab.getty.edu/tgn/1000063","50.8597407899","5.54555553819"
"4232","Q090p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q090p","Mopertingen","Q 090",,"http://vocab.getty.edu/tgn/1000063","50.8681002021","5.58105342033"
"4233","Q091p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q091p","Veldwezelt","Q 091",,"http://vocab.getty.edu/tgn/1000063","50.8723598226","5.63772510592"
"4234","Q092p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q092p","Kleine-Spouwen","Q 092",,"http://vocab.getty.edu/tgn/1000063","50.8469588283","5.55191523755"
"4235","Q093p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q093p","Rosmeer","Q 093",,"http://vocab.getty.edu/tgn/1000063","50.8521955007","5.58837076617"
"4236","Q094a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q094a","Kesselt","Q 094a",,"http://vocab.getty.edu/tgn/1000063","50.8461681952","5.64103355204"
"4237","Q094b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q094b","Wolder Oud-Vroenhoven Wiler","Q 094b","http://sws.geonames.org/2748889","http://vocab.getty.edu/tgn/7003622","50.8439279032","5.66907530443"
"4238","Q094p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q094p","Hees","Q 094",,"http://vocab.getty.edu/tgn/1000063","50.8527635531","5.62087719046"
"4239","Q095a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q095a","Oud-Caberg","Q 095a","http://sws.geonames.org/2749170","http://vocab.getty.edu/tgn/7003622","50.868821563","5.68203980913"
"4240","Q095p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q095p","Maastricht","Q 095","http://sws.geonames.org/2751283","http://vocab.getty.edu/tgn/7003622","50.847596649","5.69667115945"
"4241","Q096a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q096a","Borgharen","Q 096a","http://sws.geonames.org/2758611","http://vocab.getty.edu/tgn/7003622","50.884677294","5.69937744315"
"4242","Q096b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q096b","Itteren","Q 096b","http://sws.geonames.org/2753300","http://vocab.getty.edu/tgn/7003622","50.9055260454","5.70790579652"
"4243","Q096c","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q096c","Neerharen","Q 096c",,"http://vocab.getty.edu/tgn/1000063","50.9158542118","5.69466800788"
"4244","Q096d","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q096d","Smeermaas","Q 096d",,"http://vocab.getty.edu/tgn/1000063","50.8838075663","5.67424895411"
"4245","Q096p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q096p","Bunde","Q 096","http://sws.geonames.org/2758111","http://vocab.getty.edu/tgn/7003622","50.9045158315","5.73402781058"
"4246","Q097p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q097p","Ulestraten","Q 097","http://sws.geonames.org/2745955","http://vocab.getty.edu/tgn/7003622","50.9108691476","5.79519859058"
"4247","Q098a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q098a","Klein en Groot Haasdal","Q 098a",,"http://vocab.getty.edu/tgn/7003622","50.8942659462","5.8177217622"
"4248","Q098p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q098p","Schimmert","Q 098","http://sws.geonames.org/2747561","http://vocab.getty.edu/tgn/7003622","50.9141555559","5.83270896038"
"4249","Q099p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q099p","Meerssen","Q 099","http://sws.geonames.org/2751037","http://vocab.getty.edu/tgn/7003622","50.8878919076","5.7693736509"
"4250","Q099q","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q099q","Rothem","Q 099x","http://sws.geonames.org/2747900","http://vocab.getty.edu/tgn/7003622","50.8823556783","5.74666421731"
"4251","Q100p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q100p","Houthem","Q 100","http://sws.geonames.org/2753548","http://vocab.getty.edu/tgn/7003622","50.8812502461","5.79789290943"
"4252","Q101a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q101a","Sibbe IJzeren","Q 101a","http://sws.geonames.org/2747348","http://vocab.getty.edu/tgn/7003622","50.8477750371","5.83207045791"
"4253","Q101p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q101p","Valkenburg","Q 101","http://sws.geonames.org/2745874","http://vocab.getty.edu/tgn/7003622","50.8766963235","5.84712423744"
"4254","Q102p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q102p","Amby","Q 102","http://sws.geonames.org/2759850","http://vocab.getty.edu/tgn/7003622","50.8664744471","5.74308925214"
"4255","Q103p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q103p","Berg-En-Terblijt","Q 103",,"http://vocab.getty.edu/tgn/7003622","50.8694412127","5.78696372063"
"4256","Q104a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q104a","Limmel","Q 104a",,"http://vocab.getty.edu/tgn/7003622","50.8675061347","5.71009978256"
"4257","Q104p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q104p","Wyck","Q 104",,"http://vocab.getty.edu/tgn/7003622","50.8519128714","5.71246183988"
"4258","Q105p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q105p","Heer","Q 105","http://sws.geonames.org/2754682","http://vocab.getty.edu/tgn/7003622","50.8449856333","5.73603824803"
"4259","Q106a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q106a","Gasthuis t Rooth","Q 106a","http://sws.geonames.org/2755704","http://vocab.getty.edu/tgn/7003622","50.8404619736","5.78671367064"
"4260","Q106p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q106p","Bemelen","Q 106","http://sws.geonames.org/2759234","http://vocab.getty.edu/tgn/7003622","50.8507818736","5.77596841197"
"4261","Q107p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q107p","Vilt","Q 107","http://sws.geonames.org/2745510","http://vocab.getty.edu/tgn/7003622","50.8621658961","5.81792040162"
"4262","Q108p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q108p","Wijnandsrade","Q 108","http://sws.geonames.org/2744471","http://vocab.getty.edu/tgn/7003622","50.9076724967","5.89228715993"
"4263","Q109p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q109p","Hulsberg","Q 109","http://sws.geonames.org/2753452","http://vocab.getty.edu/tgn/7003622","50.896239805","5.87096988616"
"4264","Q110p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q110p","Heek","Q 110","http://sws.geonames.org/2754708","http://vocab.getty.edu/tgn/7003622","50.8800458193","5.86784523052"
"4265","Q111p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q111p","Klimmen","Q 111","http://sws.geonames.org/2752646","http://vocab.getty.edu/tgn/7003622","50.8833632455","5.89301651873"
"4266","Q111q","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q111q","Ransdaal","Q 111x","http://sws.geonames.org/2748328","http://vocab.getty.edu/tgn/7003622","50.8696101037","5.90320781215"
"4267","Q112a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q112a","Heerlerheide","Q 112a",,"http://vocab.getty.edu/tgn/7003622","50.9204271081","5.96540898935"
"4268","Q112b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q112b","Ubachsberg","Q 112b","http://sws.geonames.org/2746014","http://vocab.getty.edu/tgn/7003622","50.8587848573","5.9518431297"
"4269","Q112c","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q112c","Kunrade","Q 112c","http://sws.geonames.org/2752151","http://vocab.getty.edu/tgn/7003622","50.8759544984","5.94614225099"
"4270","Q112d","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q112d","Weustenrade (Voerendaal)","Q 112d","http://sws.geonames.org/2744586","http://vocab.getty.edu/tgn/7003622","50.8988479185","5.91585779607"
"4271","Q112p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q112p","Voerendaal","Q 112","http://sws.geonames.org/2745369","http://vocab.getty.edu/tgn/7003622","50.89156226","5.93992106842"
